"","annotated_genes","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","segment_id","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","SH.SY5Y_C2","SH.SY5Y_C1","SH.SY5Y_J2","SH.SY5Y_J4","SH.SY5Y_C4","SH.SY5Y_J3","SH.SY5Y_J1","SH.SY5Y_C3","type","description"
"4434","ID2","chr2",7980659,7981698,1040,"*",2471228,2471231,"R","chr2:7980659-7981698","3CpGs","1039bp",0.69,1,0.31,0.298,0.286,0.00587,"U","chr2:7980659-7981698",-697147,"ENSG00000115738",7770.00757698602,-0.32213512128044,0.0765334911683528,9.8035502117712e-06,7.3742709677015e-05,6626.10075515375,7804.80239284631,9127.81132139638,8452.10792865277,6700.23834400703,8529.55307698285,8651.01431863094,6268.43247821809,"protein_coding","inhibitor of DNA binding 2 [Source:HGNC Symbol;Acc:HGNC:5361]"
"4435","ID4","chr6",19526319,19527182,864,"*",9528258,9528265,"R","chr6:19526319-19527182","7CpGs","863bp",0.498,0.159,0.339,0.264,0.247,0.0398,"M","chr6:19526319-19527182",-310188,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4436","ID4","chr6",19542372,19542896,525,"*",9528424,9528434,"R","chr6:19542372-19542896","10CpGs","524bp",0.576,0.883,0.308,0.273,0.254,0.0171,"U","chr6:19542372-19542896",-294474,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4437","ID4","chr6",19531169,19532384,1216,"*",9528292,9528302,"R","chr6:19531169-19532384","10CpGs","1215bp",0.206,0.523,0.316,0.287,0.278,0.00759,"U","chr6:19531169-19532384",-304986,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4438","ID4","chr6",19480042,19480701,660,"*",9527985,9527993,"R","chr6:19480042-19480701","8CpGs","659bp",0.125,0.592,0.467,0.385,0.351,0.0296,"U","chr6:19480042-19480701",-356669,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4439","ID4","chr6",19462376,19462849,474,"*",9527836,9527842,"R","chr6:19462376-19462849","6CpGs","473bp",0.763,0.359,0.404,0.344,0.308,0.0328,"M","chr6:19462376-19462849",-374521,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4440","ID4","chr6",19414997,19415732,736,"*",9527488,9527500,"R","chr6:19414997-19415732","12CpGs","735bp",0.239,0.788,0.549,0.488,0.479,0.0116,"U","chr6:19414997-19415732",-421638,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4441","ID4","chr6",19135706,19136587,882,"*",9525647,9525650,"R","chr6:19135706-19136587","3CpGs","881bp",0.613,0.31,0.303,0.274,0.267,0.00779,"M","chr6:19135706-19136587",-700783,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4442","ID4","chr6",19668595,19669160,566,"*",9529320,9529323,"R","chr6:19668595-19669160","3CpGs","565bp",0.193,0.69,0.498,0.429,0.381,0.0352,"U","chr6:19668595-19669160",-168210,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4443","ID4","chr6",19643680,19644836,1157,"*",9529112,9529121,"R","chr6:19643680-19644836","9CpGs","1156bp",0.472,0.926,0.454,0.371,0.353,0.0287,"U","chr6:19643680-19644836",-192534,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4444","ID4","chr6",18944880,18946672,1793,"*",9524611,9524622,"R","chr6:18944880-18946672","11CpGs","1792bp",0.437,0.793,0.357,0.321,0.316,0.00896,"U","chr6:18944880-18946672",-890698,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4445","ID4","chr6",19650442,19651071,630,"*",9529171,9529175,"R","chr6:19650442-19651071","4CpGs","629bp",0.183,0.5,0.317,0.308,0.3,0.00276,"U","chr6:19650442-19651071",-186299,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4446","ID4","chr6",19555139,19556003,865,"*",9528527,9528541,"R","chr6:19555139-19556003","14CpGs","864bp",0.62,0.97,0.35,0.289,0.256,0.0387,"U","chr6:19555139-19556003",-281367,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4447","ID4","chr6",19943677,19944250,574,"*",9532295,9532302,"R","chr6:19943677-19944250","7CpGs","573bp",0.481,0,0.481,0.441,0.4,0.0273,"M","chr6:19943677-19944250",106307,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4448","ID4","chr6",19620242,19621933,1692,"*",9528949,9528958,"R","chr6:19620242-19621933","9CpGs","1691bp",0.753,0.344,0.409,0.332,0.287,0.0481,"M","chr6:19620242-19621933",-215437,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4449","ID4","chr6",19091202,19092321,1120,"*",9525435,9525449,"R","chr6:19091202-19092321","14CpGs","1119bp",0.344,0.964,0.619,0.562,0.538,0.00849,"U","chr6:19091202-19092321",-745049,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4450","ID4","chr6",19464427,19464675,249,"*",9527860,9527867,"R","chr6:19464427-19464675","7CpGs","248bp",0.218,0.663,0.445,0.379,0.34,0.0316,"U","chr6:19464427-19464675",-372695,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4451","ID4","chr6",19628180,19629977,1798,"*",9529005,9529014,"R","chr6:19628180-19629977","9CpGs","1797bp",0.638,0.188,0.449,0.397,0.38,0.012,"M","chr6:19628180-19629977",-207393,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4452","ID4","chr6",19610945,19611780,836,"*",9528873,9528879,"R","chr6:19610945-19611780","6CpGs","835bp",0.531,0.179,0.352,0.284,0.247,0.0456,"M","chr6:19610945-19611780",-225590,"ENSG00000172201",316.006710513872,0.56557657928153,0.148672685257824,1.09224824490516e-05,8.16908703156704e-05,423.08436194295,451.658884636437,225.19541707749,206.653005590532,334.955145141853,253.667006006925,299.192352488495,333.647511226293,"protein_coding","inhibitor of DNA binding 4, HLH protein [Source:HGNC Symbol;Acc:HGNC:5363]"
"4455","IFNGR1","chr6",137455333,137456571,1239,"*",10472240,10472245,"R","chr6:137455333-137456571","5CpGs","1238bp",0.517,0.188,0.329,0.261,0.25,0.0365,"M","chr6:137455333-137456571",-235884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4456","IFNGR1","chr6",137401166,137401288,123,"*",10471869,10471872,"R","chr6:137401166-137401288","3CpGs","122bp",0.2,0.804,0.604,0.503,0.45,0.0336,"U","chr6:137401166-137401288",-181717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4503","IL12B","chr5",159537546,159537776,231,"*",9056776,9056779,"R","chr5:159537546-159537776","3CpGs","230bp",0.188,0.628,0.44,0.34,0.306,0.044,"U","chr5:159537546-159537776",-206683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4504","IL12B","chr5",159436451,159436853,403,"*",9055978,9055984,"R","chr5:159436451-159436853","6CpGs","402bp",0.917,0.45,0.467,0.378,0.333,0.0407,"M","chr5:159436451-159436853",-105588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4538","IL17RA","chr22",17066691,17066700,10,"*",27287883,27287886,"R","chr22:17066691-17066700","3CpGs","9bp",0.279,0.692,0.412,0.323,0.286,0.0445,"U","chr22:17066691-17066700",-18254,"ENSG00000177663",10.92770598558,0.638440374952161,0.572016872589933,0.0146769070772447,0.0472075409454233,15.5464070005283,26.2327129965608,4.10940542112209,4.13306011181065,18.1670587195581,3.09350007325518,11.3617349046264,4.77776865717842,"protein_coding","interleukin 17 receptor A [Source:HGNC Symbol;Acc:HGNC:5985]"
"4556","IL6R","chr1",154493402,154493520,119,"*",1509928,1509932,"R","chr1:154493402-154493520","4CpGs","118bp",0.833,0.475,0.359,0.301,0.298,0.0277,"M","chr1:154493402-154493520",88209,"ENSG00000160712",39.7982971084581,3.61598489555425,0.372644560692651,3.70473396624653e-24,2.37880510598126e-22,66.6274585736928,63.8709533829305,6.57504867379534,5.51074681574753,88.5644112578459,5.41362512819657,3.7872449682088,78.0368880672475,"protein_coding","interleukin 6 receptor [Source:HGNC Symbol;Acc:HGNC:6019]"
"4577","INSR","chr19",7328867,7329205,339,"*",25090590,25090594,"R","chr19:7328867-7329205","4CpGs","338bp",0.5,0.169,0.331,0.313,0.312,0.00319,"M","chr19:7328867-7329205",-34453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4599","IRAK1","chrX",154102236,154102536,301,"*",29148682,29148685,"R","chrX:154102236-154102536","3CpGs","300bp",0.367,0.71,0.344,0.263,0.243,0.0448,"U","chrX:154102236-154102536",-82334,"ENSG00000184216",5488.13925071142,0.782985403013245,0.108033894212407,1.53876883608744e-14,4.2299876937055e-13,6513.94453322137,7907.4521393546,4111.04918329054,3503.45728811149,6952.3062837409,3532.77708365742,4745.41794516562,6638.70954914941,"protein_coding","interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]"
"4600","IRAK1","chrX",154077914,154078276,363,"*",29148155,29148162,"R","chrX:154077914-154078276","7CpGs","362bp",0.286,0.719,0.433,0.337,0.304,0.0419,"U","chrX:154077914-154078276",-58012,"ENSG00000184216",5488.13925071142,0.782985403013245,0.108033894212407,1.53876883608744e-14,4.2299876937055e-13,6513.94453322137,7907.4521393546,4111.04918329054,3503.45728811149,6952.3062837409,3532.77708365742,4745.41794516562,6638.70954914941,"protein_coding","interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]"
"4601","IRAK1","chrX",154131850,154133210,1361,"*",29149117,29149139,"R","chrX:154131850-154133210","22CpGs","1360bp",0.757,0.267,0.49,0.448,0.411,0.0215,"M","chrX:154131850-154133210",-111948,"ENSG00000184216",5488.13925071142,0.782985403013245,0.108033894212407,1.53876883608744e-14,4.2299876937055e-13,6513.94453322137,7907.4521393546,4111.04918329054,3503.45728811149,6952.3062837409,3532.77708365742,4745.41794516562,6638.70954914941,"protein_coding","interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]"
"4602","IRAK1","chrX",154118747,154119150,404,"*",29148905,29148916,"R","chrX:154118747-154119150","11CpGs","403bp",0.709,0.217,0.493,0.409,0.37,0.0308,"M","chrX:154118747-154119150",-98845,"ENSG00000184216",5488.13925071142,0.782985403013245,0.108033894212407,1.53876883608744e-14,4.2299876937055e-13,6513.94453322137,7907.4521393546,4111.04918329054,3503.45728811149,6952.3062837409,3532.77708365742,4745.41794516562,6638.70954914941,"protein_coding","interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]"
"4603","IRAK1","chrX",154078356,154078447,92,"*",29148167,29148172,"R","chrX:154078356-154078447","5CpGs","91bp",0.398,0.704,0.306,0.244,0.217,0.0409,"U","chrX:154078356-154078447",-58454,"ENSG00000184216",5488.13925071142,0.782985403013245,0.108033894212407,1.53876883608744e-14,4.2299876937055e-13,6513.94453322137,7907.4521393546,4111.04918329054,3503.45728811149,6952.3062837409,3532.77708365742,4745.41794516562,6638.70954914941,"protein_coding","interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]"
"4604","IRAK1","chrX",154125122,154126127,1006,"*",29148995,29149033,"R","chrX:154125122-154126127","38CpGs","1005bp",0.503,0.89,0.387,0.381,0.376,0.000756,"U","chrX:154125122-154126127",-105220,"ENSG00000184216",5488.13925071142,0.782985403013245,0.108033894212407,1.53876883608744e-14,4.2299876937055e-13,6513.94453322137,7907.4521393546,4111.04918329054,3503.45728811149,6952.3062837409,3532.77708365742,4745.41794516562,6638.70954914941,"protein_coding","interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]"
"4605","IRAK1","chrX",153983427,153984397,971,"*",29146247,29146271,"R","chrX:153983427-153984397","24CpGs","970bp",0.919,0.407,0.511,0.48,0.453,0.0109,"M","chrX:153983427-153984397",35505,"ENSG00000184216",5488.13925071142,0.782985403013245,0.108033894212407,1.53876883608744e-14,4.2299876937055e-13,6513.94453322137,7907.4521393546,4111.04918329054,3503.45728811149,6952.3062837409,3532.77708365742,4745.41794516562,6638.70954914941,"protein_coding","interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]"
"4606","IRAK1","chrX",154041054,154041253,200,"*",29147677,29147682,"R","chrX:154041054-154041253","5CpGs","199bp",0.725,0.329,0.396,0.315,0.294,0.0342,"M","chrX:154041054-154041253",-21152,"ENSG00000184216",5488.13925071142,0.782985403013245,0.108033894212407,1.53876883608744e-14,4.2299876937055e-13,6513.94453322137,7907.4521393546,4111.04918329054,3503.45728811149,6952.3062837409,3532.77708365742,4745.41794516562,6638.70954914941,"protein_coding","interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]"
"4620","IRS1","chr2",227014419,227014780,362,"*",4349232,4349236,"R","chr2:227014419-227014780","4CpGs","361bp",0.606,0.958,0.352,0.282,0.25,0.0409,"U","chr2:227014419-227014780",-214599,"ENSG00000169047",175.847689868967,0.941927971955248,0.172612557387372,1.17185540810809e-09,1.75643227019313e-08,265.399376651877,188.191201931849,142.185427570824,96.4380692755817,227.088233994477,125.286752966835,99.4151804154809,262.777276144813,"protein_coding","insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]"
"4621","IRS2","chr13",108816834,108817383,550,"*",19820322,19820325,"R","chr13:108816834-108817383","3CpGs","549bp",1,0.633,0.367,0.335,0.333,0.00816,"M","chr13:108816834-108817383",969200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4622","IRS4","chrX",109054494,109054542,49,"*",28787001,28787006,"R","chrX:109054494-109054542","5CpGs","48bp",0.809,0.305,0.504,0.433,0.425,0.019,"M","chrX:109054494-109054542",-317931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4970","KLF5","chr13",73938407,73938553,147,"*",19562927,19562931,"R","chr13:73938407-73938553","4CpGs","146bp",0.653,0.171,0.481,0.406,0.356,0.0416,"M","chr13:73938407-73938553",883431,"ENSG00000102554",140.248888548843,-0.868975525934286,0.192095338737463,1.58500314365931e-07,1.68718816008434e-06,94.3888996460649,99.2280882913385,144.651070823497,230.073679557459,96.5124994476526,150.034753552876,218.713396914058,88.3887201578008,"protein_coding","Kruppel like factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]"
"5076","LAMP2","chrX",120489674,120490481,808,"*",28874428,28874432,"R","chrX:120489674-120490481","4CpGs","807bp",0.32,0.721,0.401,0.334,0.292,0.0421,"U","chrX:120489674-120490481",-20309,"ENSG00000005893",1845.8952815098,-0.220383419447363,0.0685813341986224,0.000841924161300802,0.00400113995150354,1762.29627927418,1661.78534069517,1924.84549925359,2136.7920778061,1761.06925462717,1910.23629523507,2011.97388936092,1598.16361582618,"protein_coding","lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]"
"5077","LAMP2","chrX",120375201,120375861,661,"*",28873412,28873423,"R","chrX:120375201-120375861","11CpGs","660bp",0,0.46,0.46,0.395,0.391,0.0218,"U","chrX:120375201-120375861",93504,"ENSG00000005893",1845.8952815098,-0.220383419447363,0.0685813341986224,0.000841924161300802,0.00400113995150354,1762.29627927418,1661.78534069517,1924.84549925359,2136.7920778061,1761.06925462717,1910.23629523507,2011.97388936092,1598.16361582618,"protein_coding","lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]"
"5078","LANCL1","chr2",210791163,210792006,844,"*",4212544,4212550,"R","chr2:210791163-210792006","6CpGs","843bp",0.981,0.633,0.347,0.306,0.295,0.012,"M","chr2:210791163-210792006",-313511,"ENSG00000115365",4153.85115814347,-0.171562290671195,0.0679285472832946,0.00879950012641165,0.0306743968883827,3952.11875106288,3695.39087429812,4212.96243773436,4675.86867316178,3717.43439048958,4542.03148255692,4241.71436439385,4193.28829145026,"protein_coding","LanC like 1 [Source:HGNC Symbol;Acc:HGNC:6508]"
"5100","LEP","chr7",128041317,128041430,114,"*",12071896,12071900,"R","chr7:128041317-128041430","4CpGs","113bp",0.33,0.85,0.52,0.429,0.403,0.0258,"U","chr7:128041317-128041430",-199848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5101","LEPR","chr1",65688337,65688431,95,"*",902112,902116,"R","chr1:65688337-65688431","4CpGs","94bp",0.69,0.258,0.433,0.349,0.333,0.032,"M","chr1:65688337-65688431",267685,"ENSG00000116678",893.956812077216,1.01328546632379,0.0797199075381305,1.43735117258522e-38,2.06510040017008e-36,1165.98052503963,1165.64489923848,593.398142810029,628.225136995218,1262.61058100929,598.592264174877,534.00154051744,1203.20140683277,"protein_coding","leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]"
"5434","LPCAT2","chr16",55421580,55421756,177,"*",22403863,22403866,"R","chr16:55421580-55421756","3CpGs","176bp",0.25,0.633,0.383,0.327,0.3,0.0237,"U","chr16:55421580-55421756",-87316,"ENSG00000087253",3228.85872496072,-0.341431250993765,0.0599289817727424,4.18884775556605e-09,5.76354422663996e-08,2761.70815787957,2983.68596517404,3492.99460795377,3795.52686934611,2789.77895462215,3669.66446189896,3540.12723403317,2797.38354877796,"protein_coding","lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032]"
"5437","LPL","chr8",19870441,19870673,233,"*",12682980,12682983,"R","chr8:19870441-19870673","3CpGs","232bp",0.371,0.774,0.403,0.318,0.286,0.04,"U","chr8:19870441-19870673",-31044,"ENSG00000175445",12.2023812263061,2.39193975305503,0.575303299603893,5.60203666777851e-07,5.43382930046923e-06,22.2091528578976,17.1082910847135,4.10940542112209,5.51074681574753,18.1670587195581,1.54675003662759,1.8936224841044,27.0740223906777,"protein_coding","lipoprotein lipase [Source:HGNC Symbol;Acc:HGNC:6677]"
"5536","LTBP1","chr2",32885919,32885952,34,"*",2730605,2730609,"R","chr2:32885919-32885952","4CpGs","33bp",0.733,0.367,0.367,0.302,0.267,0.0389,"M","chr2:32885919-32885952",-61001,"ENSG00000049323",155.558168430412,0.70210681511213,0.143919888369135,4.41823442468892e-08,5.20598940707002e-07,187.667341649235,196.175071104715,119.994638296765,104.704189499203,198.702204745167,101.312127399107,134.447196371412,201.46257837769,"protein_coding","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]"
"5537","LTBP1","chr2",32908528,32909725,1198,"*",2730803,2730819,"R","chr2:32908528-32909725","16CpGs","1197bp",0.618,0.226,0.391,0.35,0.322,0.0201,"M","chr2:32908528-32909725",-37228,"ENSG00000049323",155.558168430412,0.70210681511213,0.143919888369135,4.41823442468892e-08,5.20598940707002e-07,187.667341649235,196.175071104715,119.994638296765,104.704189499203,198.702204745167,101.312127399107,134.447196371412,201.46257837769,"protein_coding","latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]"
"5562","LY96","chr8",74095843,74096115,273,"*",13180309,13180313,"R","chr8:74095843-74096115","4CpGs","272bp",0.177,0.611,0.434,0.376,0.368,0.0165,"U","chr8:74095843-74096115",104451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5563","LY96","chr8",74240096,74241070,975,"*",13181491,13181500,"R","chr8:74240096-74241070","9CpGs","974bp",0.826,0.52,0.305,0.239,0.232,0.044,"M","chr8:74240096-74241070",248704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5564","LY96","chr8",74289357,74289999,643,"*",13181906,13181913,"R","chr8:74289357-74289999","7CpGs","642bp",0.0833,0.618,0.534,0.465,0.422,0.0263,"U","chr8:74289357-74289999",297965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5565","LY96","chr8",74050626,74050752,127,"*",13179954,13179957,"R","chr8:74050626-74050752","3CpGs","126bp",0.607,0.152,0.455,0.402,0.363,0.0287,"M","chr8:74050626-74050752",59234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5566","LY96","chr8",74051719,74051854,136,"*",13179971,13179976,"R","chr8:74051719-74051854","5CpGs","135bp",0.497,0.179,0.318,0.24,0.216,0.0487,"M","chr8:74051719-74051854",60327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5567","LY96","chr8",74082761,74083238,478,"*",13180204,13180208,"R","chr8:74082761-74083238","4CpGs","477bp",0.697,0.381,0.316,0.256,0.238,0.0305,"M","chr8:74082761-74083238",91369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5671","MAN1A2","chr1",117217948,117218108,161,"*",1272760,1272765,"R","chr1:117217948-117218108","5CpGs","160bp",0.179,0.484,0.305,0.235,0.214,0.0432,"U","chr1:117217948-117218108",-149341,"ENSG00000198162",2840.87139186858,-0.291363068509362,0.083533717752815,0.000220165641861179,0.00122201283596533,2838.32973523932,2217.23452457887,3011.37229259827,3284.40510218553,2486.61616223952,2992.18794585607,3317.62659215091,2579.19878010015,"protein_coding","mannosidase alpha class 1A member 2 [Source:HGNC Symbol;Acc:HGNC:6822]"
"5699","MAP1LC3B2","chr12",116508729,116509003,275,"*",18812124,18812138,"R","chr12:116508729-116509003","14CpGs","274bp",0.259,0.725,0.465,0.392,0.37,0.0212,"U","chr12:116508729-116509003",-41739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5714","MAP2K4","chr17",11616077,11616290,214,"*",23084883,23084886,"R","chr17:11616077-11616290","3CpGs","213bp",0.45,1,0.55,0.525,0.5,0.00816,"U","chr17:11616077-11616290",-404539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5715","MAP2K4","chr17",11934137,11934282,146,"*",23088342,23088345,"R","chr17:11934137-11934282","3CpGs","145bp",0.417,0,0.417,0.375,0.333,0.0377,"M","chr17:11934137-11934282",-86547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5716","MAP2K6","chr17",69680908,69682345,1438,"*",23853885,23853891,"R","chr17:69680908-69682345","6CpGs","1437bp",0.882,0.519,0.363,0.299,0.268,0.0344,"M","chr17:69680908-69682345",266211,"ENSG00000108984",2871.10473331147,-0.211548119070158,0.0713696239143614,0.00201147251102984,0.00859486405674186,2906.0676514559,2431.65843950728,3123.97000113701,3189.34471961388,2529.76292669847,3115.92794878628,2955.94469768697,2716.16148160593,"protein_coding","mitogen-activated protein kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6846]"
