"","annotated_genes","seqnames","start","end","width","strand","segment_id","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","gene_symbol","avg_depth","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"4077","TOX3","chr16",52549075,52549094,20,"*","chr16:52549075-52549094",-7.75659322517871e-05,7.75659322517871e-05,2.69869363176801e-08,2.22803039126601,0.38,1,-0.62,"U",4.27346502951359e-05,"",6.21,-1273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4078","TP53AIP1","chr11",128952721,128953145,425,"*","chr11:128952721-128953145",-0.0001010583084952,0.0001010583084952,4.6866864225053e-08,3.12882453467327,0.555,1,-0.445,"U",4.27346502951481e-05,"",3.4375,-9322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4079","TP53TG3D","chr16",32116213,32116423,211,"*","chr16:32116213-32116423",-8.80824845290246e-05,8.80824845290246e-05,3.35287741389519e-08,2.63127817693022,0.33,0.03,0.3,"M",-4.2734650295144e-05,"",8.4625,-136863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4080","TPGS2","chr18",37100094,37100208,115,"*","chr18:37100094-37100208",-0.0001500898782675,0.0001500898782675,9.94512640341465e-08,5.00889619856932,0.365,0.86,-0.495,"U",4.27346502951885e-05,"",3.3225,-270878,"ENSG00000134779",4113.31301697458,0.583365245193277,0.210399705166093,0.00248804572495491,0.00959779655863104,5834.56005600397,3463.55013876114,3803.25935028507,2713.39408847812,3943.3266982724,3721.51860899151,7423.01829124796,3509.54507491231,3642.9339731108,2576.36923638408,2554.45673377315,3604.84908137345,6059.48357092357,6717.97498475406,3478.74356285689,2766.02482146478,"protein_coding","tubulin polyglutamylase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24561]"
"4081","TPGS2","chr18",37005940,37006599,660,"*","chr18:37005940-37006599",-0.000105632153607,0.000105632153607,4.90609590319645e-08,3.30420453228634,0.655,1,-0.345,"U",4.27346502951308e-05,"",2.115,-176724,"ENSG00000134779",4113.31301697458,0.583365245193277,0.210399705166093,0.00248804572495491,0.00959779655863104,5834.56005600397,3463.55013876114,3803.25935028507,2713.39408847812,3943.3266982724,3721.51860899151,7423.01829124796,3509.54507491231,3642.9339731108,2576.36923638408,2554.45673377315,3604.84908137345,6059.48357092357,6717.97498475406,3478.74356285689,2766.02482146478,"protein_coding","tubulin polyglutamylase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24561]"
"4082","TPGS2","chr18",37430225,37430890,666,"*","chr18:37430225-37430890",-7.72493561632322e-05,7.72493561632322e-05,2.51745552676373e-08,2.21589156445865,0.385,0,0.385,"M",-4.27346502951237e-05,"",2.905,-601009,"ENSG00000134779",4113.31301697458,0.583365245193277,0.210399705166093,0.00248804572495491,0.00959779655863104,5834.56005600397,3463.55013876114,3803.25935028507,2713.39408847812,3943.3266982724,3721.51860899151,7423.01829124796,3509.54507491231,3642.9339731108,2576.36923638408,2554.45673377315,3604.84908137345,6059.48357092357,6717.97498475406,3478.74356285689,2766.02482146478,"protein_coding","tubulin polyglutamylase complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24561]"
"4083","TPK1","chr7",144465794,144466069,276,"*","chr7:144465794-144466069",-7.31705910043716e-05,7.31705910043716e-05,2.22734774519958e-08,2.05949496458486,0.565,1,-0.435,"U",4.27346502951645e-05,"",2.025,370326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4084","TPO","chr2",741982,742001,20,"*","chr2:741982-742001",-9.80767632110686e-05,9.80767632110686e-05,4.20713846819714e-08,3.01449984897651,0.62,1,-0.38,"U",4.27346502951585e-05,"",3.13,-632065,"ENSG00000115705",76.6936749489654,7.67813536010004,0.827278317234393,5.17434663738608e-22,3.64766073491418e-20,247.722618411561,85.1189165086978,0,2.91136704772331,0.79215080318851,0,228.985630741571,0,65.5469620098497,0,0,52.1637644164261,265.52971827453,215.450002536588,62.8776684333108,0,"protein_coding","thyroid peroxidase [Source:HGNC Symbol;Acc:HGNC:12015]"
"4085","TPRG1","chr3",188760267,188760444,178,"*","chr3:188760267-188760444",-0.0001453196153024,0.0001453196153024,9.32864760649216e-08,4.82598473414591,0.555,1,-0.445,"U",4.2734650295144e-05,"",3.5525,-186770,"ENSG00000188001",46.1376210038614,3.66139732997165,0.749740516150594,8.57778812253805e-08,1.021168634025e-06,28.4650213702726,184.278066668315,13.8152583236851,0,6.33720642550808,9.53929794038194,15.3735935833564,1.79700208648864,127.401137427595,5.72102717183735,5.76626802206128,156.491293249278,9.53998987812684,13.0083020399449,157.925306762734,2.74316511219647,"protein_coding","tumor protein p63 regulated 1 [Source:HGNC Symbol;Acc:HGNC:24759]"
"4086","TPRG1L","chr1",3576101,3576230,130,"*","chr1:3576101-3576230",-0.0001513218575894,0.0001513218575894,1.01072994037056e-07,5.05613534315265,0.46,0,0.46,"M",-4.27346502951237e-05,"",5.95,-48785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4087","TPRG1L","chr1",3470594,3471916,1323,"*","chr1:3470594-3471916",-0.000108159978858,0.000108159978858,5.15016229640984e-08,3.40113172935306,0.41,0,0.41,"M",-4.27346502951297e-05,"ARHGEF16",4.195,-153099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4088","TPRG1L","chr1",3473084,3474301,1218,"*","chr1:3473084-3474301",-9.70471747888988e-05,9.70471747888988e-05,4.11543310309372e-08,2.97502120232117,0.35,0,0.35,"M",-4.27346502951237e-05,"",4.815,-150714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4089","TPRG1L","chr1",3602814,3602888,75,"*","chr1:3602814-3602888",-9.54369855834486e-05,9.54369855834486e-05,3.9737178296551e-08,2.91327993821852,0.505,0,0.505,"M",-4.27346502951308e-05,"",5.9825,-22127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4090","TPRG1L","chr1",3484679,3484956,278,"*","chr1:3484679-3484956",-9.27336818533565e-05,9.27336818533565e-05,3.74047157444687e-08,2.80962417591163,0.26,0,0.26,"M",-4.27346502951429e-05,"",4.82,-140059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4091","TPSD1","chr16",1260411,1260905,495,"*","chr16:1260411-1260905",-0.0001040821731742,0.0001040821731742,4.75897496728437e-08,3.24477191969126,0.54,0,0.54,"M",-4.27346502951368e-05,"",4.7275,4352,"ENSG00000095917",6.90919340873273,3.80305104595931,2.2435025213978,0.00156520098303471,0.00648585372050775,0,35.1005841272981,0,0,0,0,0,0,33.2350793289379,0,0,14.4282752641179,0,0,27.7831558193699,0,"protein_coding","tryptase delta 1 [Source:HGNC Symbol;Acc:HGNC:14118]"
"4092","TPSG1","chr16",1186551,1186593,43,"*","chr16:1186551-1186593",-8.42262539386262e-05,8.42262539386262e-05,3.04469286010553e-08,2.48341446593489,0.29,0,0.29,"M",-4.27346502951297e-05,"",5.18,38675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4093","TPSG1","chr16",1168023,1169160,1138,"*","chr16:1168023-1169160",-0.0001333459943115,0.0001333459943115,7.86150386623924e-08,4.36686695260595,0.415,0,0.415,"M",-4.27346502951297e-05,"",5.0575,56108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4094","TPSG1","chr16",1179165,1179862,698,"*","chr16:1179165-1179862",-0.0001072402718793,0.0001072402718793,5.06077020820459e-08,3.36586638831199,0.32,0,0.32,"M",-4.27346502951237e-05,"",5.27,45406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4095","TPSG1","chr16",1157654,1158130,477,"*","chr16:1157654-1158130",-8.19222194728028e-05,8.19222194728028e-05,2.86625511534299e-08,2.39506832625485,0.355,0,0.355,"M",-4.27346502951319e-05,"",4.13,67138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4096","TPSG1","chr16",1210567,1210693,127,"*","chr16:1210567-1210693",-7.20400099576676e-05,7.20400099576676e-05,2.14930234631001e-08,2.01614384612144,0.43,0,0.43,"M",-4.2734650295138e-05,"",6.2025,14575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4097","TPSG1","chr16",1213052,1213367,316,"*","chr16:1213052-1213367",-8.07933072106195e-05,8.07933072106195e-05,2.78038183802001e-08,2.35178119584045,0.445,0,0.445,"M",-4.27346502951308e-05,"",3.96,11901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4098","TRAF4","chr17",28849462,28849820,359,"*","chr17:28849462-28849820",-7.99408390501381e-05,7.99408390501381e-05,2.71621530827025e-08,2.31909406711221,0.395,0,0.395,"M",-4.27346502951297e-05,"",2.455,105451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4099","TRAPPC5","chr19",7680307,7680330,24,"*","chr19:7680307-7680330",-0.0001021007690908,0.0001021007690908,4.57370825567594e-08,3.1687967533002,0.56,0,0.56,"M",-4.2734650295144e-05,"TRAPPC5",5.6225,1806,"ENSG00000181029",20.8018922713462,1.28118038556312,0.511945201215798,0.000992456094745038,0.00439966433370173,13.8478482341866,42.9982155559401,2.43798676300325,7.27841761930827,12.6744128510162,8.3468856978342,6.47309203509741,16.1730187783977,42.4670458091984,11.4420543436747,12.3562886187027,53.2736317444352,21.4649772257854,9.7562265299587,59.9531257154824,11.8870488195181,"protein_coding","trafficking protein particle complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:23067]"
"4100","TRHDE","chr12",72703954,72703992,39,"*","chr12:72703954-72703992",-0.0001305133938677,0.0001305133938677,7.80180315002218e-08,4.25825342352377,0.32,0.75,-0.43,"U",4.27346502951105e-05,"",2.21,672655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4101","TRHDE","chr12",72237552,72239093,1542,"*","chr12:72237552-72239093",7.62433147802002e-05,7.62433147802002e-05,2.49455213713809e-08,2.17731580794648,0,0.465,-0.465,"U",1.6729622198502e-05,"",2.08,206253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4102","TRIB1","chr8",125902317,125903302,986,"*","chr8:125902317-125903302",-8.80824845289964e-05,8.80824845289964e-05,3.35287741389313e-08,2.63127817692914,0.375,1,-0.625,"U",4.27346502951368e-05,"",4.1625,471959,"ENSG00000173334",6748.59029396147,-2.20010935078302,0.413706581131426,3.08806724345475e-09,4.71016043611897e-08,3491.19640481883,872.249515563357,11920.1299465772,11430.0270293617,12466.8693405808,12699.1903831335,3934.83082083484,9365.97487477878,1055.21376869378,11377.2160357272,10641.2357584268,977.793115975988,3730.1360423476,3255.32758549622,556.394252066855,10203.6598290002,"protein_coding","tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]"
"4103","TRIB1","chr8",125907151,125907535,385,"*","chr8:125907151-125907535",-0.0001059128081048,0.0001059128081048,4.932940927428e-08,3.31496597784566,0.395,1,-0.605,"U",4.27346502951153e-05,"",4.49,476793,"ENSG00000173334",6748.59029396147,-2.20010935078302,0.413706581131426,3.08806724345475e-09,4.71016043611897e-08,3491.19640481883,872.249515563357,11920.1299465772,11430.0270293617,12466.8693405808,12699.1903831335,3934.83082083484,9365.97487477878,1055.21376869378,11377.2160357272,10641.2357584268,977.793115975988,3730.1360423476,3255.32758549622,556.394252066855,10203.6598290002,"protein_coding","tribbles pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:16891]"
"4104","TRIB2","chr2",11973542,11975180,1639,"*","chr2:11973542-11975180",0.0001037499212457,0.0001037499212457,4.57488671728097e-08,3.2320320168285,0,0.55,-0.55,"U",1.67296221985043e-05,"",2.8425,-741730,"ENSG00000071575",321.653404156515,-1.01297807515551,0.51045120916781,0.0069654723899931,0.0226118416344223,92.318988227911,314.150227939318,166.595762138555,692.905357358147,223.38652649916,178.861836382161,55.021282298328,177.903206562375,300.962107256493,656.011115704016,698.542183243995,327.410861762675,71.5499240859513,64.2284913222281,200.331176171246,926.275419551676,"protein_coding","tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809]"
"4105","TRIM11","chr1",228372221,228372340,120,"*","chr1:228372221-228372340",-7.4827929675876e-05,7.4827929675876e-05,2.34361456481475e-08,2.12304413276865,0.645,0.07,0.575,"M",-4.27346502951297e-05,"",5.425,34495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4106","TRIM24","chr7",138612266,138612601,336,"*","chr7:138612266-138612601",-0.0001426905255421,0.0001426905255421,9.29219393740588e-08,4.72517464009763,0.495,1,-0.505,"U",4.27346502951216e-05,"",4.12,152007,"ENSG00000122779",2167.57590898745,-1.74424902192933,0.164724204154595,1.55947834842984e-27,1.8458319447547e-25,769.324901899258,1128.48377969263,3766.68954884002,2880.06985196028,4852.71582033282,4097.12846539404,1085.86118888759,3049.51254077122,1144.7638435523,2779.46570098431,2780.16493920812,1093.21931808893,878.47406794418,885.377557593752,858.353287682638,2631.60973096715,"protein_coding","tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]"
"4107","TRIM24","chr7",138265004,138265661,658,"*","chr7:138265004-138265661",7.56556476237981e-05,7.56556476237981e-05,2.45671452631076e-08,2.15478223674561,0.07,0.49,-0.42,"U",1.67296221985123e-05,"",4.69,-194598,"ENSG00000122779",2167.57590898745,-1.74424902192933,0.164724204154595,1.55947834842984e-27,1.8458319447547e-25,769.324901899258,1128.48377969263,3766.68954884002,2880.06985196028,4852.71582033282,4097.12846539404,1085.86118888759,3049.51254077122,1144.7638435523,2779.46570098431,2780.16493920812,1093.21931808893,878.47406794418,885.377557593752,858.353287682638,2631.60973096715,"protein_coding","tripartite motif containing 24 [Source:HGNC Symbol;Acc:HGNC:11812]"
"4108","TRIM32","chr9",116620359,116620533,175,"*","chr9:116620359-116620533",-0.0001413235310971,0.0001413235310971,8.82624076722424e-08,4.67275846144509,0.435,0,0.435,"M",-4.27346502951297e-05,"",2.655,-66772,"ENSG00000119401",659.943297081056,-0.357740745532793,0.157681224112322,0.0166147537321811,0.0461758186148414,630.077094655493,501.06083841718,829.728161675439,689.266148548493,800.072311220396,866.883700332209,792.144637795046,776.304901363092,433.902424572244,707.500360250552,632.641977277581,390.673299459192,653.489306651689,694.318121382061,475.238191647116,685.791278049119,"protein_coding","tripartite motif containing 32 [Source:HGNC Symbol;Acc:HGNC:16380]"
"4109","TRIM42","chr3",140221634,140223517,1884,"*","chr3:140221634-140223517",7.45785205882446e-05,7.45785205882446e-05,2.38808034289506e-08,2.11348076450303,0,0.415,-0.415,"U",1.67296221985043e-05,"",1.89,-454547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4110","TRIM44","chr11",35889235,35891204,1970,"*","chr11:35889235-35891204",7.67331126295984e-05,7.67331126295984e-05,2.52629958298393e-08,2.19609666815486,0,0.425,-0.425,"U",1.67296221985066e-05,"",2.3325,226460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4111","TRIM44","chr11",35638019,35639624,1606,"*","chr11:35638019-35639624",7.88890038817161e-05,7.88890038817161e-05,2.66832218200932e-08,2.27876238888074,0,0.435,-0.435,"U",1.67296221984999e-05,"",2.3075,-23151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4112","TRIM44","chr11",35640120,35641620,1501,"*","chr11:35640120-35641620",7.91830841484337e-05,7.91830841484337e-05,2.68798356770775e-08,2.29003863353158,0,0.48,-0.48,"U",1.6729622198502e-05,"",1.715,-21155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4113","TRIM5","chr11",5941154,5942750,1597,"*","chr11:5941154-5942750",7.31429013919056e-05,7.31429013919056e-05,2.29804729745022e-08,2.05843323117466,0,0.49,-0.49,"U",1.6729622198502e-05,"",3.1425,-2535,"ENSG00000132256",441.675831129208,1.29687793583291,0.406902528789599,0.000108238684820393,0.000641959075612044,276.187639781834,1054.77255302531,227.545431213637,214.713319769594,181.402533930169,231.327975054262,347.928696886486,251.580292108409,490.217420101833,248.864681974925,242.183256926574,654.82172352535,293.3546887524,273.174342838844,1844.65531927027,234.083422907433,"protein_coding","tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]"
"4114","TRIM9","chr14",50956960,50957015,56,"*","chr14:50956960-50957015",-8.48291814342232e-05,8.48291814342232e-05,3.26633215872732e-08,2.50653318118549,0.43,0.79,-0.36,"U",4.2734650295144e-05,"",23.6725,139046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4115","TRIML1","chr4",188848913,188849687,775,"*","chr4:188848913-188849687",-0.0001724846668167,0.0001724846668167,1.30827665107424e-07,5.86760432408717,0.47,0,0.47,"M",-4.27346502951297e-05,"",1.795,709472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4116","TRIQK","chr8",93154775,93156557,1783,"*","chr8:93154775-93156557",-0.0001173212494167,0.0001173212494167,6.32092435239896e-08,3.75241245038055,0.37,0.8,-0.43,"U",4.27346502950863e-05,"",2.5675,-137102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4117","TRMT11","chr6",126186012,126187488,1477,"*","chr6:126186012-126187488",-0.0001005827452536,0.0001005827452536,4.64207629949023e-08,3.11058948776052,0.525,1,-0.475,"U",4.27346502950986e-05,"",1.59,199533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4118","TRNT1","chr3",3109954,3110033,80,"*","chr3:3109954-3110033",-7.43390559284566e-05,7.43390559284566e-05,2.45998587610676e-08,2.10429870642366,0.65,1,-0.35,"U",4.27346502951624e-05,"IL5RA",2.145,-16900,"ENSG00000072756",753.780800268057,0.874337570756736,0.283886836400211,0.000428155316333442,0.00214204265235388,928.575156592405,1079.34296191442,665.570386299887,338.446419297835,899.883312422148,735.718353651957,1059.15968424281,589.416684368273,1070.90811171022,254.585709146762,260.305813567338,946.716830791734,970.693970099406,1117.90095655777,874.438272630694,268.830180995255,"protein_coding","tRNA nucleotidyl transferase 1 [Source:HGNC Symbol;Acc:HGNC:17341]"
"4119","TRPA1","chr8",72161707,72161891,185,"*","chr8:72161707-72161891",-0.0001115368617566,0.0001115368617566,5.48419573104815e-08,3.53061528208038,0.4,1,-0.6,"U",4.27346502951657e-05,"",2.175,-86123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4120","TRPA1","chr8",72232034,72233765,1732,"*","chr8:72232034-72233765",8.01635098288629e-05,8.01635098288629e-05,2.7540322604844e-08,2.32763217885128,0,0.485,-0.485,"U",1.6729622198502e-05,"",3.0475,-156450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4121","TRPC4","chr13",37718911,37720500,1590,"*","chr13:37718911-37720500",7.72229775417346e-05,7.72229775417346e-05,2.55824348318863e-08,2.21488009982391,0,0.47,-0.47,"U",1.6729622198502e-05,"",1.085,149302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4122","TRPC5","chrX",112475944,112477929,1986,"*","chrX:112475944-112477929",7.2886609369605e-05,7.2886609369605e-05,2.28214786609926e-08,2.04860594293879,0,0.57,-0.57,"U",1.67296221985043e-05,"",1.4625,-393168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4123","TRPC5","chrX",112098065,112100023,1959,"*","chrX:112098065-112100023",7.31429013919056e-05,7.31429013919056e-05,2.29804729745022e-08,2.05843323117466,0,0.49,-0.49,"U",1.6729622198502e-05,"",1.49,-15289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4124","TRPC6","chr11",101655058,101656756,1699,"*","chr11:101655058-101656756",9.39111044631953e-05,9.39111044631953e-05,3.76120864203331e-08,2.8547713921943,0,0.555,-0.555,"U",1.67296221985043e-05,"",3.0325,215806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4125","TRPC6","chr11",101824608,101826556,1949,"*","chr11:101824608-101826556",7.85296027650712e-05,7.85296027650712e-05,2.6443876376225e-08,2.26498147469597,0,0.52,-0.52,"U",1.67296221985043e-05,"",1.955,46006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4126","TRPC6","chr11",101549366,101551048,1683,"*","chr11:101549366-101551048",8.21250636283027e-05,8.21250636283027e-05,2.88848684169041e-08,2.40284620386948,0,0.45,-0.45,"U",1.67296221985043e-05,"",2.9725,321514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4127","TRPC7","chr5",137306500,137307836,1337,"*","chr5:137306500-137307836",8.01635098288629e-05,8.01635098288629e-05,2.7540322604844e-08,2.32763217885128,0,0.485,-0.485,"U",1.6729622198502e-05,"",1.4525,-940955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4128","TRPC7","chr5",136410601,136410618,18,"*","chr5:136410601-136410618",-8.80824845289964e-05,8.80824845289964e-05,3.35287741389313e-08,2.63127817692914,0.375,1,-0.625,"U",4.27346502951368e-05,"",2.75,-45056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4129","TRPC7","chr5",136262509,136264448,1940,"*","chr5:136262509-136264448",8.57235012022786e-05,8.57235012022786e-05,3.14314935397419e-08,2.54082507235259,0,0.56,-0.56,"U",1.67296221985043e-05,"",2.5875,101097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4130","TRPC7","chr5",136270529,136272279,1751,"*","chr5:136270529-136272279",8.21250636283027e-05,8.21250636283027e-05,2.88848684169041e-08,2.40284620386948,0,0.45,-0.45,"U",1.67296221985043e-05,"",2.015,93266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4131","TRPC7","chr5",136391271,136392508,1238,"*","chr5:136391271-136392508",7.49375245276852e-05,7.49375245276852e-05,2.41085274925894e-08,2.12724644928334,0,0.5,-0.5,"U",1.67296221985066e-05,"",2.055,-25726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4132","TRPC7","chr5",136410646,136410708,63,"*","chr5:136410646-136410708",7.31429013919056e-05,7.31429013919056e-05,2.29804729745022e-08,2.05843323117466,0,0.49,-0.49,"U",1.6729622198502e-05,"",2.6375,-45101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4133","TRPM3","chr9",70946695,70948475,1781,"*","chr9:70946695-70948475",7.3306007308473e-05,7.3306007308473e-05,2.30819318594848e-08,2.06468738157973,0,0.45,-0.45,"U",1.67296221984999e-05,"",1.4,498429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4134","TRPM3","chr9",70943865,70945258,1394,"*","chr9:70943865-70945258",7.6318663881371e-05,7.6318663881371e-05,2.49942357248096e-08,2.18020500179993,0,0.55,-0.55,"U",1.6729622198502e-05,"",1.1575,501646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4135","TRPM5","chr11",2858431,2858463,33,"*","chr11:2858431-2858463",-0.0001769584226052,0.0001769584226052,1.41225545404994e-07,6.03914648616949,0.445,1,-0.555,"U",4.27346502951105e-05,"",3.445,-413917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4136","TRPS1","chr8",114869416,114869909,494,"*","chr8:114869416-114869909",-7.22137601063287e-05,7.22137601063287e-05,2.16122964018989e-08,2.02280614008046,0.28,0,0.28,"M",-4.27346502951297e-05,"",3.65,939764,"ENSG00000104447",874.828770049877,3.59889835695611,0.296454233411691,1.2816289835285e-34,2.50763352545895e-32,1396.32469694715,1750.64163334899,225.920106704968,73.5120179550135,175.857478307849,232.52038729681,1586.71668510325,122.196141881227,1574.97348153244,77.2338668198042,76.608989435957,1736.94236833419,1578.07332567348,1509.77605551111,1820.52784184818,59.4352440975903,"protein_coding","transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]"
