"","annotated_genes","seqnames","start","end","width","strand","segment_id","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","gene_symbol","avg_depth","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","SH.SY5Y_C2","SH.SY5Y_C1","SH.SY5Y_J2","SH.SY5Y_J4","SH.SY5Y_C4","SH.SY5Y_J3","SH.SY5Y_J1","SH.SY5Y_C3","type","description"
"208","MATN1","chr1",29739833,29740375,543,"*","chr1:29739833-29740375",-0.000159001393138502,0.000159001393138502,1.11052325212479e-07,2.15234042166102,0.33,0,0.33,"M",-5.983792181587e-05,"",3.7925,983210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","MBNL1","chr3",152011565,152013109,1545,"*","chr3:152011565-152013109",-0.000264393310176103,0.000264393310176103,3.05532694098102e-07,3.93794213144113,0.545,0,0.545,"M",-5.9837921815879e-05,"",3.81,-230719,"ENSG00000152601",2292.52774785524,0.233264406699686,0.0771188782520635,0.00150166937960091,0.00664583257599076,2690.6388687343,2396.30130459888,2010.32113201293,2355.84426373207,2426.43778023098,1961.27904644378,2050.79315028506,2448.60643680394,"protein_coding","muscleblind like splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:6923]"
"210","MBNL1","chr3",151962647,151963716,1070,"*","chr3:151962647-151963716",-0.000159001393138502,0.000159001393138502,1.11052325212479e-07,2.15234042166102,0.6,0,0.6,"M",-5.983792181587e-05,"",2.8775,-280112,"ENSG00000152601",2292.52774785524,0.233264406699686,0.0771188782520635,0.00150166937960091,0.00664583257599076,2690.6388687343,2396.30130459888,2010.32113201293,2355.84426373207,2426.43778023098,1961.27904644378,2050.79315028506,2448.60643680394,"protein_coding","muscleblind like splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:6923]"
"211","MDGA2","chr14",47079856,47079893,38,"*","chr14:47079856-47079893",-0.000174383379458317,0.000174383379458317,1.33893355464983e-07,2.41294960161054,0.355,0,0.355,"M",-5.983792181587e-05,"",2,595712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","MDGA2","chr14",47871209,47872095,887,"*","chr14:47871209-47872095",-0.000171080434909425,0.000171080434909425,1.2882892298859e-07,2.35698949006131,0.555,1,-0.445,"U",5.98379218159148e-05,"",2.6825,-195604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","MECOM","chr3",168990108,168990476,369,"*","chr3:168990108-168990476",-0.000188393512221537,0.000188393512221537,1.5634665502326e-07,2.65031616367171,0.515,0,0.515,"M",-5.983792181587e-05,"",5.24,673299,"ENSG00000085276",718.057736971458,1.02807812524822,0.09920752701245,9.31139994263351e-27,6.87906123602797e-25,1023.84194674908,994.561988391347,442.172023312737,450.50355218736,859.528965669094,440.050385420549,536.841974243597,996.961059797897,"protein_coding","MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]"
"214","MECOM","chr3",169690343,169690994,652,"*","chr3:169690343-169690994",-0.000164631723445821,0.000164631723445821,1.19192961614976e-07,2.24773224777032,0.75,0.38,0.37,"M",-5.98379218158588e-05,"",6.465,-26568,"ENSG00000085276",718.057736971458,1.02807812524822,0.09920752701245,9.31139994263351e-27,6.87906123602797e-25,1023.84194674908,994.561988391347,442.172023312737,450.50355218736,859.528965669094,440.050385420549,536.841974243597,996.961059797897,"protein_coding","MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]"
"215","MGAT5","chr2",133914025,133914340,316,"*","chr2:133914025-133914340",-0.000150019872911202,0.000150019872911202,9.85922420185573e-08,2.00017108718949,0.57,1,-0.43,"U",5.98379218158367e-05,"",3.36,-205643,"ENSG00000152127",6025.20830811843,-0.430795184573766,0.0671999730512688,2.65961809675712e-11,4.96506594444859e-10,5412.37055146965,4725.30999759788,6856.95388568432,6947.67404795369,5089.04732381622,6592.24865610679,7422.05332644719,5156.00867587171,"protein_coding","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7049]"
"216","MINDY3","chr10",15878349,15878515,167,"*","chr10:15878349-15878515",0.0001597614603701,0.0001597614603701,1.15290926724271e-07,2.16521785464106,0.12,0.42,-0.3,"U",6.86826474002428e-05,"",3.14,-17842,"ENSG00000148481",937.496387737366,-0.224067288621652,0.0747758990603695,0.00171649646268074,0.00746732137967583,852.831469743268,895.333900100008,939.410079268509,1092.50555622195,828.87205407984,1031.6822744306,1001.72629409123,857.609473963526,"protein_coding","MINDY lysine 48 deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:23578]"
"217","MME","chr3",155079184,155079306,123,"*","chr3:155079184-155079306",-0.000289736278100463,0.000289736278100463,3.65558799551369e-07,4.36731516239657,0.57,0.03,0.54,"M",-5.98379218158814e-05,"MME",24.82,55060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","MME","chr3",154799984,154801543,1560,"*","chr3:154799984-154801543",-0.000163504699548728,0.000163504699548728,1.1754311482413e-07,2.22863765442598,0.69,0.23,0.46,"M",-5.98379218158566e-05,"",3.2475,-222581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","MOBP","chr3",39674217,39674970,754,"*","chr3:39674217-39674970",0.000175184501013266,0.000175184501013266,1.39049964687931e-07,2.42652259713493,1,0.645,0.355,"M",-6.86826474002552e-05,"",3.875,207019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","MPEG1","chr11",59214387,59215680,1294,"*","chr11:59214387-59215680",0.000159761460370207,0.000159761460370207,1.15290926724412e-07,2.16521785464288,0,0.3,-0.3,"U",6.86826474002521e-05,"",1.8525,-1460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","MRAP2","chr6",84220525,84221259,735,"*","chr6:84220525-84221259",-0.000201468568792816,0.000201468568792816,1.7871942352667e-07,2.87184020484478,0.565,1,-0.435,"U",5.98379218158927e-05,"",3.995,186753,"ENSG00000135324",326.739207890577,2.45735878393035,0.13157986382398,5.38972366157983e-79,4.37999261935573e-76,584.100720162707,581.68189688026,84.653751675115,119.858743242509,546.147202756716,110.592627618873,85.2130117846979,501.665709003734,"protein_coding","melanocortin 2 receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:21232]"
"222","MSX2","chr5",174532586,174532751,166,"*","chr5:174532586-174532751",0.000179572884360492,0.000179572884360492,1.46157755610965e-07,2.50087274682602,0,0.395,-0.395,"U",6.8682647400265e-05,"",2.695,-191831,"ENSG00000120149",456.767364735106,0.869026722593071,0.130933782218199,9.92529779012478e-13,2.25028220603483e-11,585.211177805602,732.234858425739,345.190055374255,271.404280675566,572.262349666081,313.990257435401,331.38393471827,502.46200377993,"protein_coding","msh homeobox 2 [Source:HGNC Symbol;Acc:HGNC:7392]"
"223","MUC5B","chr11",1198231,1198317,87,"*","chr11:1198231-1198317",0.000159761460370207,0.000159761460370207,1.15290926724412e-07,2.16521785464288,0,0.3,-0.3,"U",6.86826474002521e-05,"",3.3275,-24749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","MYH15","chr3",108441034,108441869,836,"*","chr3:108441034-108441869",-0.000280324727176065,0.000280324727176065,3.42667104985948e-07,4.2078600362858,0.525,0,0.525,"M",-5.983792181587e-05,"",2.3825,87453,"ENSG00000144821",118.659160106009,3.19177986397626,0.207454045142806,4.75840459773226e-55,1.60704300732503e-52,219.870613293186,184.769543714906,24.6564325267325,24.7983606708639,250.932498563897,23.2012505494139,17.9894135989918,203.055167930083,"protein_coding","myosin heavy chain 15 [Source:HGNC Symbol;Acc:HGNC:31073]"
"225","MYNN","chr3",169690343,169690994,652,"*","chr3:169690343-169690994",-0.000164631723445821,0.000164631723445821,1.19192961614976e-07,2.24773224777032,0.75,0.38,0.37,"M",-5.98379218158588e-05,"",6.465,-82402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","MYRIP","chr3",39674217,39674970,754,"*","chr3:39674217-39674970",0.000175184501013266,0.000175184501013266,1.39049964687931e-07,2.42652259713493,1,0.645,0.355,"M",-6.86826474002552e-05,"",3.875,-133944,"ENSG00000170011",569.465238086381,0.928086386377495,0.106218548790657,7.48583494803067e-20,3.35636444523341e-18,681.820992737457,778.997520723956,343.546293205807,431.215938332244,793.673377810696,351.885633332777,426.06505892349,748.517089624619,"protein_coding","myosin VIIA and Rab interacting protein [Source:HGNC Symbol;Acc:HGNC:19156]"
"227","NCKAP5","chr2",133914025,133914340,316,"*","chr2:133914025-133914340",-0.000150019872911202,0.000150019872911202,9.85922420185573e-08,2.00017108718949,0.57,1,-0.43,"U",5.98379218158367e-05,"",3.36,-345562,"ENSG00000176771",60.4707679302438,2.08468222606813,0.243614033271793,7.6086695471519e-19,3.09161643083883e-17,112.156221932383,76.4170335117205,26.3001946951814,22.0429872629901,101.054264127542,17.0142504029035,23.670281051305,105.110910457925,"protein_coding","NCK associated protein 5 [Source:HGNC Symbol;Acc:HGNC:29847]"
"228","NDUFA10","chr2",239703924,239704295,372,"*","chr2:239703924-239704295",0.000155486668887614,0.000155486668887614,1.07083437034916e-07,2.09279223420797,0.12,0.455,-0.335,"U",6.86826474002766e-05,"",5.86,321448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","NEK10","chr3",26712559,26712789,231,"*","chr3:26712559-26712789",-0.000299154035127821,0.000299154035127821,3.89175119709882e-07,4.52687543535703,0.555,0,0.555,"M",-5.983792181587e-05,"",3.1825,656671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","NHSL2","chrX",71877472,71877527,56,"*","chrX:71877472-71877527",0.000176871386547518,0.000176871386547518,1.3952930340853e-07,2.45510264177999,0,0.525,-0.525,"U",6.86826474002642e-05,"",2.7175,-33318,"ENSG00000204131",2767.43781521618,0.66371057970187,0.139263031697907,8.87912949255268e-08,9.94406227932969e-07,4256.38414521608,2439.64230868015,2173.05358668936,1997.64572070848,3271.20601069044,2065.68467391615,2105.70820232409,3830.1778735047,"protein_coding","NHS like 2 [Source:HGNC Symbol;Acc:HGNC:33737]"
"231","NKAIN3","chr8",62806570,62807058,489,"*","chr8:62806570-62807058",-0.000190096758781055,0.000190096758781055,1.59183533768968e-07,2.67917340485623,0.415,0,0.415,"M",-5.983792181587e-05,"",2.49,557979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","NOCT","chr4",138507499,138508675,1177,"*","chr4:138507499-138508675",0.000158477585718012,0.000158477585718012,1.11401166669261e-07,2.14346581863726,1,0.66,0.34,"M",-6.86826474003228e-05,"",3.325,-507106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","NRIP1","chr21",15075893,15076575,683,"*","chr21:15075893-15076575",0.00017048710657042,0.00017048710657042,1.29459443872942e-07,2.34693702943276,0,0.3,-0.3,"U",6.86826474002521e-05,"",4.05,-9957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","NSG2","chr5",174532586,174532751,166,"*","chr5:174532586-174532751",0.000179572884360492,0.000179572884360492,1.46157755610965e-07,2.50087274682602,0,0.395,-0.395,"U",6.8682647400265e-05,"",2.695,486880,"ENSG00000170091",1919.27320906682,0.930011855726861,0.113244480813701,6.61910838544925e-18,2.43810075869133e-16,2528.51205287164,2984.82651791302,1414.45734595022,1086.9948094062,2163.01542879739,1300.8167808038,1397.49339326905,2478.06934352321,"protein_coding","neuronal vesicle trafficking associated 2 [Source:HGNC Symbol;Acc:HGNC:24955]"
"235","OLFM3","chr1",101691941,101692535,595,"*","chr1:101691941-101692535",0.000162758634388511,0.000162758634388511,1.17705978932468e-07,2.21599745142811,1,0.595,0.405,"M",-6.86826474003228e-05,"",3.0975,304391,"ENSG00000118733",69.0909833016337,0.657747767164689,0.201042006586603,5.36615851851243e-05,0.000349566513712214,102.162103146329,78.6981389896823,47.6691028850162,52.3520947496015,80.6163230680392,48.7226261537691,54.9150520390276,87.5924253816044,"protein_coding","olfactomedin 3 [Source:HGNC Symbol;Acc:HGNC:17990]"
"236","ONECUT3","chr19",1688531,1688573,43,"*","chr19:1688531-1688573",0.00021248046557934,0.00021248046557934,2.01679610623897e-07,3.05840917789918,0.2,0.665,-0.465,"U",6.86826474002545e-05,"",3.6125,-64933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","OR10P1","chr12",55655897,55655922,26,"*","chr12:55655897-55655922",0.000162758634388511,0.000162758634388511,1.17705978932468e-07,2.21599745142811,1,0.595,0.405,"M",-6.86826474003228e-05,"",3.37,19005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","OR5H15","chr3",98251221,98252967,1747,"*","chr3:98251221-98252967",-0.000299154035127821,0.000299154035127821,3.89175119709882e-07,4.52687543535703,0.555,0,0.555,"M",-5.983792181587e-05,"",5.2375,84525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","OR5H15","chr3",98253091,98253395,305,"*","chr3:98253091-98253395",-0.00025526253821764,0.00025526253821764,2.85165547692614e-07,3.78324410071049,0.485,0,0.485,"M",-5.98379218158879e-05,"",4.8025,86395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","OR5H15","chr3",98177116,98178815,1700,"*","chr3:98177116-98178815",-0.000252915951609183,0.000252915951609183,2.80039015331843e-07,3.74348707590267,0.525,0,0.525,"M",-5.983792181587e-05,"",3.9075,10420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","OR5H6","chr3",98251221,98252967,1747,"*","chr3:98251221-98252967",-0.000299154035127821,0.000299154035127821,3.89175119709882e-07,4.52687543535703,0.555,0,0.555,"M",-5.983792181587e-05,"",5.2375,-11277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","OR5H6","chr3",98253091,98253395,305,"*","chr3:98253091-98253395",-0.00025526253821764,0.00025526253821764,2.85165547692614e-07,3.78324410071049,0.485,0,0.485,"M",-5.98379218158879e-05,"",4.8025,-10849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","OR5H6","chr3",98177116,98178815,1700,"*","chr3:98177116-98178815",-0.000252915951609183,0.000252915951609183,2.80039015331843e-07,3.74348707590267,0.525,0,0.525,"M",-5.983792181587e-05,"",3.9075,-85429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","OR5K1","chr3",98414124,98414776,653,"*","chr3:98414124-98414776",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",4.0975,-48425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","OR5K3","chr3",98414124,98414776,653,"*","chr3:98414124-98414776",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",4.0975,23458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","OR5K3","chr3",98365728,98367537,1810,"*","chr3:98365728-98367537",-0.000238588694006287,0.000238588694006287,2.49694598958293e-07,3.50074762878678,0.5,0,0.5,"M",-5.983792181587e-05,"",2.1475,-23129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","OR5K4","chr3",98365728,98367537,1810,"*","chr3:98365728-98367537",-0.000238588694006287,0.000238588694006287,2.49694598958293e-07,3.50074762878678,0.5,0,0.5,"M",-5.983792181587e-05,"",2.1475,11874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","OSTN","chr3",191201775,191203745,1971,"*","chr3:191201775-191203745",-0.000207571599497011,0.000207571599497011,1.89630934187542e-07,2.97524075363985,0.58,0.06,0.52,"M",-5.98379218158992e-05,"",2.7925,2534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","P3H2","chr3",190222316,190223852,1537,"*","chr3:190222316-190223852",-0.000159001393138502,0.000159001393138502,1.11052325212479e-07,2.15234042166102,0.6,0,0.6,"M",-5.983792181587e-05,"",2.1025,-99879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","PASD1","chrX",151471228,151472065,838,"*","chrX:151471228-151472065",0.000155059804461152,0.000155059804461152,1.06473050361052e-07,2.08556008708361,0,0.39,-0.39,"U",6.86826474002533e-05,"",1.8725,-91610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","PBX1","chr1",164082348,164082369,22,"*","chr1:164082348-164082369",0.00015663643364873,0.00015663643364873,1.08734778732223e-07,2.11227211445877,1,0.635,0.365,"M",-6.86826474002534e-05,"",5.6525,-473215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","PC","chr11",66886112,66886404,293,"*","chr11:66886112-66886404",-0.000165144159800282,0.000165144159800282,1.19946481386551e-07,2.25641419659902,0.34,0,0.34,"M",-5.983792181587e-05,"",3.63,71982,"ENSG00000173599",2412.42558695302,-0.657177557180167,0.0864751836495356,1.40323093385011e-15,4.21374369916536e-14,1676.79104077127,2022.20000621314,3076.300898252,2672.71220563755,1851.90454822496,2885.46219332877,3252.2966164493,1861.73718674719,"protein_coding","pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636]"
"253","PCDH19","chrX",99666937,99667377,441,"*","chrX:99666937-99667377",-0.000159001393138445,0.000159001393138445,1.11052325212407e-07,2.15234042166006,0.55,0.22,0.33,"M",-5.98379218158678e-05,"",4.26,742896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","PCDH7","chr4",30438155,30438548,394,"*","chr4:30438155-30438548",0.000163927807223187,0.000163927807223187,1.19453359407974e-07,2.23580615280965,0.86,0.54,0.32,"M",-6.86826474003464e-05,"",3.085,-281821,"ENSG00000169851",12.6837192384978,2.46409094829741,0.621628340312623,1.06522109869412e-06,9.79875297896727e-06,22.2091528578976,26.2327129965608,0.821881084224418,6.88843351968441,28.3860292493096,3.09350007325518,1.8936224841044,11.9444216429461,"protein_coding","protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659]"
"255","PCDH9","chr13",68168301,68169706,1406,"*","chr13:68168301-68169706",0.000154128828638502,0.000154128828638502,1.05146880193909e-07,2.06978703666938,1,0.695,0.305,"M",-6.86826474002521e-05,"",3.59,-937856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","PDHA1","chrX",19281470,19281885,416,"*","chrX:19281470-19281885",0.0001619016718349,0.0001619016718349,1.16432161162517e-07,2.20147837023141,0,0.605,-0.605,"U",6.86826474002521e-05,"",5.7675,-62008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","PHF8","chrX",54045641,54045685,45,"*","chrX:54045641-54045685",-0.000178820719572198,0.000178820719572198,1.47219056905655e-07,2.48812920092834,0.57,1,-0.43,"U",5.9837921815844e-05,"PHF8",3.92,3273,"ENSG00000172943",1801.31903366967,-0.189750115601059,0.0759875605758162,0.00893299075244708,0.0310564738659607,1747.86032991654,1494.12408806498,1981.55529406507,1828.19025612424,1647.52513762993,1894.7687948688,2012.92070060298,1803.60766808485,"protein_coding","PHD finger protein 8 [Source:HGNC Symbol;Acc:HGNC:20672]"
"258","PLAC1","chrX",134500857,134502322,1466,"*","chrX:134500857-134502322",-0.000150580158644023,0.000150580158644023,9.93506175647177e-08,2.00966372372758,0.655,1,-0.345,"U",5.98379218159105e-05,"",2.6825,262000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","PLCL1","chr2",198144192,198145244,1053,"*","chr2:198144192-198145244",0.000154128828638609,0.000154128828638609,1.05146880194047e-07,2.06978703667118,0,0.61,-0.61,"U",6.86826474002759e-05,"",2.43,339599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","PLOD2","chr3",145632783,145634739,1957,"*","chr3:145632783-145634739",-0.000222245864860148,0.000222245864860148,2.17087311074849e-07,3.22385937695265,0.55,0,0.55,"M",-5.98379218158588e-05,"",3.595,528986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","PLOD2","chr3",145869797,145871654,1858,"*","chr3:145869797-145871654",-0.000214904250638867,0.000214904250638867,2.03135249787598e-07,3.09947413684557,0.535,0,0.535,"M",-5.98379218158588e-05,"",1.9775,292071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","PLOD2","chr3",145779996,145781967,1972,"*","chr3:145779996-145781967",-0.000292874869021422,0.000292874869021422,3.73350394245854e-07,4.4204907139217,0.565,0.02,0.545,"M",-5.983792181587e-05,"",2.92,381758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","PLOD2","chr3",145734835,145736725,1891,"*","chr3:145734835-145736725",-0.000273009312710061,0.000273009312710061,3.25363456469222e-07,4.08391868532255,0.56,0,0.56,"M",-5.983792181587e-05,"",2.87,427000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","PLOD2","chr3",145723660,145725398,1739,"*","chr3:145723660-145725398",-0.000250048678118789,0.000250048678118789,2.73834775380588e-07,3.6949083177705,0.52,0,0.52,"M",-5.983792181587e-05,"",3.305,438327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","PLOD2","chr3",145770609,145772585,1977,"*","chr3:145770609-145772585",-0.000214904250639014,0.000214904250639014,2.03135249787876e-07,3.09947413684807,0.605,0.07,0.535,"M",-5.98379218158992e-05,"",2.68,391140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","PLOD2","chr3",146008862,146009745,884,"*","chr3:146008862-146009745",-0.000188927788744065,0.000188927788744065,1.57234029906215e-07,2.65936813937285,0.585,0,0.585,"M",-5.983792181587e-05,"",2.48,153980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","PLOD2","chr3",146192579,146192862,284,"*","chr3:146192579-146192862",-0.000188927788744065,0.000188927788744065,1.57234029906215e-07,2.65936813937285,0.585,0,0.585,"M",-5.983792181587e-05,"",4.42,-28854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","PLSCR2","chr3",146454017,146455968,1952,"*","chr3:146454017-146455968",-0.000273009312710061,0.000273009312710061,3.25363456469222e-07,4.08391868532255,0.56,0,0.56,"M",-5.983792181587e-05,"",3.5775,40023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","PLSCR4","chr3",146454017,146455968,1952,"*","chr3:146454017-146455968",-0.000273009312710061,0.000273009312710061,3.25363456469222e-07,4.08391868532255,0.56,0,0.56,"M",-5.983792181587e-05,"",3.5775,-202838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","PLSCR4","chr3",146192579,146192862,284,"*","chr3:146192579-146192862",-0.000188927788744065,0.000188927788744065,1.57234029906215e-07,2.65936813937285,0.585,0,0.585,"M",-5.983792181587e-05,"",4.42,58317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","PLSCR5","chr3",146821611,146823218,1608,"*","chr3:146821611-146823218",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",3.885,-216265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","PLSCR5","chr3",147120109,147120250,142,"*","chr3:147120109-147120250",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",5.7425,-514763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","PLSCR5","chr3",146694076,146696075,2000,"*","chr3:146694076-146696075",-0.000299154035127821,0.000299154035127821,3.89175119709882e-07,4.52687543535703,0.555,0,0.555,"M",-5.983792181587e-05,"",2.21,-88730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","PLSCR5","chr3",146927557,146929444,1888,"*","chr3:146927557-146929444",-0.00024145226214225,0.00024145226214225,2.5562812079741e-07,3.5492636089812,0.615,0.11,0.505,"M",-5.98379218158767e-05,"",3.8275,-322211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","PLSCR5","chr3",147036775,147038677,1903,"*","chr3:147036775-147038677",-0.000232047232132855,0.000232047232132855,2.36386434946074e-07,3.38991896342059,0.57,0,0.57,"M",-5.98379218158588e-05,"",2.5475,-431429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","PLSCR5","chr3",146814769,146816652,1884,"*","chr3:146814769-146816652",-0.000156893228477085,0.000156893228477085,1.0806959420583e-07,2.11662285878018,0.645,0.17,0.475,"M",-5.98379218158814e-05,"",3.4075,-209423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","POTEG","chr14",19410788,19412544,1757,"*","chr14:19410788-19412544",0.000332543384871463,0.000332543384871463,4.90176019478564e-07,5.09257422580052,0,0.55,-0.55,"U",6.86826474002521e-05,"",6.175,21797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","POTEM","chr14",19410788,19412544,1757,"*","chr14:19410788-19412544",0.000332543384871463,0.000332543384871463,4.90176019478564e-07,5.09257422580052,0,0.55,-0.55,"U",6.86826474002521e-05,"",6.175,443354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","POU1F1","chr3",87449136,87451066,1931,"*","chr3:87449136-87451066",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",3.1525,-172552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","POU1F1","chr3",87353592,87355467,1876,"*","chr3:87353592-87355467",-0.000215719558739118,0.000215719558739118,2.04663369275231e-07,3.11328748780006,0.575,0,0.575,"M",-5.983792181587e-05,"",3.39,-77008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","PPM1H","chr12",63002671,63002691,21,"*","chr12:63002671-63002691",-0.000159001393138502,0.000159001393138502,1.11052325212479e-07,2.15234042166102,0.33,0,0.33,"M",-5.983792181587e-05,"",3.4,-67521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
