"","annotated_genes","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","z_score","avg_meth_R","avg_meth_S","diff","direction","gene_symbol","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"4801","PTPN14","chr1",214481496,214481724,229,"*",-0.000367605356851,0.000367605356851,6.18573591873948,0.56,0.81,-0.25,"U","",70725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4802","PTPN14","chr1",214550786,214550811,26,"*",-0.0001352896140043,0.0001352896140043,2.15403489084719,0.89,1,-0.11,"U","PTPN14",1638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4803","PTPN2","chr18",12777530,12777571,42,"*",-0.000371493657482187,0.000371493657482187,6.25321505493325,0.605,0.88,-0.275,"U","",152072,"ENSG00000175354",1653.58130010587,0.433992730671546,0.183507879948968,0.0111604338876657,0.0333191197298154,2470.30225999852,1525.1203803311,1279.94305057671,1564.13194638935,1266.64913429843,1348.6182463215,2419.31814811766,1175.23936456357,1395.87333181539,1468.39697410492,1555.24486080739,1405.09203725948,2511.40233541689,2452.87795340712,1231.96361988522,1387.12715840068,"protein_coding","protein tyrosine phosphatase non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]"
"4804","PTPN20","chr10",46642354,46643664,1311,"*",0.000187899633773627,0.000187899633773627,3.06705037650628,0.02,0.41,-0.39,"U","",-267732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4805","PTPN6","chr12",6958794,6959148,355,"*",-0.00140401117778196,0.00140401117778196,24.171940221382,0.455,0,0.455,"M","EMG1",12326,"ENSG00000111679",3334.54827789911,-5.40621823803196,0.236814803321664,3.34313984216881e-116,1.37364840200656e-112,106.936161363997,174.625406033308,5783.71726409804,5834.37956363751,6132.03936748226,5573.33482166815,92.2415615001381,8167.37448309086,222.490392174278,7196.09867764274,6550.48047306162,173.139303169414,96.194897937779,95.1232086670973,246.392723977043,6908.20414088146,"protein_coding","protein tyrosine phosphatase non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]"
"4806","PTPRF","chr1",43569293,43569659,367,"*",-0.000142402144927809,0.000142402144927809,2.27746861894434,0.195,0.08,0.115,"M","",44106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4807","PTPRG","chr3",61324504,61326390,1887,"*",0.00019557934154152,0.00019557934154152,3.20032712014115,0.05,0.455,-0.405,"U","",-235179,"ENSG00000144724",3162.52129237477,-1.53882732564946,0.427383042394266,1.5681519081995e-05,0.000114912573716265,1741.75157789992,1152.17667397856,8203.0127952516,1884.38232163891,7858.13596763002,8790.46305206196,1675.72170058584,6902.28501420286,1113.37515751942,1778.28594591277,1836.14448873923,1345.15920154699,1768.87312323602,1687.82718968286,1109.86396141588,1752.88250669355,"protein_coding","protein tyrosine phosphatase receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]"
"4808","PTPRG","chr3",61769158,61770366,1209,"*",-0.000145452509850958,0.000145452509850958,2.33040588116089,0.59,1,-0.41,"U","",207589,"ENSG00000144724",3162.52129237477,-1.53882732564946,0.427383042394266,1.5681519081995e-05,0.000114912573716265,1741.75157789992,1152.17667397856,8203.0127952516,1884.38232163891,7858.13596763002,8790.46305206196,1675.72170058584,6902.28501420286,1113.37515751942,1778.28594591277,1836.14448873923,1345.15920154699,1768.87312323602,1687.82718968286,1109.86396141588,1752.88250669355,"protein_coding","protein tyrosine phosphatase receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]"
"4809","PTPRH","chr19",55194096,55195990,1895,"*",-0.000438204767086291,0.000438204767086291,7.41094653652372,0.345,0.05,0.295,"M","",13516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4810","PTPRJ","chr11",48005200,48005338,139,"*",-0.000226576762831309,0.000226576762831309,3.73826886160342,0.24,0.08,0.16,"M","",24775,"ENSG00000149177",1184.77241253708,2.80434850349853,0.62116809031297,2.31172143839938e-07,2.51378949002809e-06,2500.30593117259,1645.3398809671,45.5090862427273,548.064846733913,65.7485166646464,31.0027183062413,2829.55035584196,32.3460375567955,1574.97348153244,422.402506187324,472.010225234445,1497.21102548423,2655.2971827453,2504.9111615669,1658.94685668816,472.738787668526,"protein_coding","protein tyrosine phosphatase receptor type J [Source:HGNC Symbol;Acc:HGNC:9673]"
"4811","PTPRJ","chr11",48166084,48166115,32,"*",0.000343761553563932,0.000343761553563932,5.77194094710568,1,0.705,0.295,"M","",185659,"ENSG00000149177",1184.77241253708,2.80434850349853,0.62116809031297,2.31172143839938e-07,2.51378949002809e-06,2500.30593117259,1645.3398809671,45.5090862427273,548.064846733913,65.7485166646464,31.0027183062413,2829.55035584196,32.3460375567955,1574.97348153244,422.402506187324,472.010225234445,1497.21102548423,2655.2971827453,2504.9111615669,1658.94685668816,472.738787668526,"protein_coding","protein tyrosine phosphatase receptor type J [Source:HGNC Symbol;Acc:HGNC:9673]"
"4812","PTPRJ","chr11",47981137,47981185,49,"*",0.000241759929418159,0.000241759929418159,4.00176365358252,0.01,0.22,-0.21,"U","PTPRJ",712,"ENSG00000149177",1184.77241253708,2.80434850349853,0.62116809031297,2.31172143839938e-07,2.51378949002809e-06,2500.30593117259,1645.3398809671,45.5090862427273,548.064846733913,65.7485166646464,31.0027183062413,2829.55035584196,32.3460375567955,1574.97348153244,422.402506187324,472.010225234445,1497.21102548423,2655.2971827453,2504.9111615669,1658.94685668816,472.738787668526,"protein_coding","protein tyrosine phosphatase receptor type J [Source:HGNC Symbol;Acc:HGNC:9673]"
"4813","PTPRJ","chr11",47857468,47858379,912,"*",0.000283931385123725,0.000283931385123725,4.7336240915901,0,0.385,-0.385,"U","",-122046,"ENSG00000149177",1184.77241253708,2.80434850349853,0.62116809031297,2.31172143839938e-07,2.51378949002809e-06,2500.30593117259,1645.3398809671,45.5090862427273,548.064846733913,65.7485166646464,31.0027183062413,2829.55035584196,32.3460375567955,1574.97348153244,422.402506187324,472.010225234445,1497.21102548423,2655.2971827453,2504.9111615669,1658.94685668816,472.738787668526,"protein_coding","protein tyrosine phosphatase receptor type J [Source:HGNC Symbol;Acc:HGNC:9673]"
"4814","PTPRM","chr18",7421722,7421784,63,"*",0.000226304329874975,0.000226304329874975,3.73354095028485,0,0.31,-0.31,"U","",-144998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4815","PTPRM","chr18",7245529,7246998,1470,"*",0.000207100162633596,0.000207100162633596,3.40026409242691,0,0.285,-0.285,"U","",-319784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4816","PTPRN2","chr7",157734673,157736652,1980,"*",-0.000242226641779501,0.000242226641779501,4.00986316799293,0.095,0.01,0.085,"M","",851171,"ENSG00000155093",26.7317725069228,-2.46765390966838,0.958818890166583,0.000274825696807823,0.00145223896593544,0,15.7952628572841,72.3269406357631,30.5693540010947,51.4898022072532,59.6206121273871,0,64.692075113591,5.53917988815631,49.582235489257,30.4788452594668,6.6592039680544,0,0,19.0095276658847,21.9453208975718,"protein_coding","protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]"
"4817","PTPRN2","chr7",157994108,157994518,411,"*",-0.000174484654759874,0.000174484654759874,2.83424142427529,0.19,0,0.19,"M","",593305,"ENSG00000155093",26.7317725069228,-2.46765390966838,0.958818890166583,0.000274825696807823,0.00145223896593544,0,15.7952628572841,72.3269406357631,30.5693540010947,51.4898022072532,59.6206121273871,0,64.692075113591,5.53917988815631,49.582235489257,30.4788452594668,6.6592039680544,0,0,19.0095276658847,21.9453208975718,"protein_coding","protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]"
"4818","PTPRN2","chr7",157850779,157851645,867,"*",-0.000179687020481775,0.000179687020481775,2.92452537564013,0.28,0.02,0.26,"M","",736178,"ENSG00000155093",26.7317725069228,-2.46765390966838,0.958818890166583,0.000274825696807823,0.00145223896593544,0,15.7952628572841,72.3269406357631,30.5693540010947,51.4898022072532,59.6206121273871,0,64.692075113591,5.53917988815631,49.582235489257,30.4788452594668,6.6592039680544,0,0,19.0095276658847,21.9453208975718,"protein_coding","protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]"
"4819","PTPRN2","chr7",157793087,157794358,1272,"*",-0.00027354636450739,0.00027354636450739,4.55339825850402,0.095,0,0.095,"M","",793465,"ENSG00000155093",26.7317725069228,-2.46765390966838,0.958818890166583,0.000274825696807823,0.00145223896593544,0,15.7952628572841,72.3269406357631,30.5693540010947,51.4898022072532,59.6206121273871,0,64.692075113591,5.53917988815631,49.582235489257,30.4788452594668,6.6592039680544,0,0,19.0095276658847,21.9453208975718,"protein_coding","protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]"
"4820","PTPRN2","chr7",158445436,158447428,1993,"*",-0.000195304648548085,0.000195304648548085,3.19555998722792,0.15,0.01,0.14,"M","",140395,"ENSG00000155093",26.7317725069228,-2.46765390966838,0.958818890166583,0.000274825696807823,0.00145223896593544,0,15.7952628572841,72.3269406357631,30.5693540010947,51.4898022072532,59.6206121273871,0,64.692075113591,5.53917988815631,49.582235489257,30.4788452594668,6.6592039680544,0,0,19.0095276658847,21.9453208975718,"protein_coding","protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]"
"4821","PTPRN2","chr7",157738651,157740625,1975,"*",-0.000336240259503651,0.000336240259503651,5.64141337879567,0.115,0,0.115,"M","",847198,"ENSG00000155093",26.7317725069228,-2.46765390966838,0.958818890166583,0.000274825696807823,0.00145223896593544,0,15.7952628572841,72.3269406357631,30.5693540010947,51.4898022072532,59.6206121273871,0,64.692075113591,5.53917988815631,49.582235489257,30.4788452594668,6.6592039680544,0,0,19.0095276658847,21.9453208975718,"protein_coding","protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]"
"4822","PTPRN2","chr7",158409726,158411683,1958,"*",-0.000195304648548085,0.000195304648548085,3.19555998722792,0.15,0.01,0.14,"M","",176140,"ENSG00000155093",26.7317725069228,-2.46765390966838,0.958818890166583,0.000274825696807823,0.00145223896593544,0,15.7952628572841,72.3269406357631,30.5693540010947,51.4898022072532,59.6206121273871,0,64.692075113591,5.53917988815631,49.582235489257,30.4788452594668,6.6592039680544,0,0,19.0095276658847,21.9453208975718,"protein_coding","protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]"
"4823","PTPRN2","chr7",158359010,158359497,488,"*",-0.000132956996785001,0.000132956996785001,2.11355371154574,0.1,0,0.1,"M","",228326,"ENSG00000155093",26.7317725069228,-2.46765390966838,0.958818890166583,0.000274825696807823,0.00145223896593544,0,15.7952628572841,72.3269406357631,30.5693540010947,51.4898022072532,59.6206121273871,0,64.692075113591,5.53917988815631,49.582235489257,30.4788452594668,6.6592039680544,0,0,19.0095276658847,21.9453208975718,"protein_coding","protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]"
"4824","PTPRN2","chr7",158164580,158165410,831,"*",-0.000257883567138747,0.000257883567138747,4.28157976063968,0.11,0.02,0.09,"M","",422413,"ENSG00000155093",26.7317725069228,-2.46765390966838,0.958818890166583,0.000274825696807823,0.00145223896593544,0,15.7952628572841,72.3269406357631,30.5693540010947,51.4898022072532,59.6206121273871,0,64.692075113591,5.53917988815631,49.582235489257,30.4788452594668,6.6592039680544,0,0,19.0095276658847,21.9453208975718,"protein_coding","protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]"
"4825","PTPRN2","chr7",158318670,158318704,35,"*",-0.00049313380815461,0.00049313380815461,8.3642072524039,0.33,0,0.33,"M","",269119,"ENSG00000155093",26.7317725069228,-2.46765390966838,0.958818890166583,0.000274825696807823,0.00145223896593544,0,15.7952628572841,72.3269406357631,30.5693540010947,51.4898022072532,59.6206121273871,0,64.692075113591,5.53917988815631,49.582235489257,30.4788452594668,6.6592039680544,0,0,19.0095276658847,21.9453208975718,"protein_coding","protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]"
"4826","PTPRN2","chr7",158550242,158552087,1846,"*",-0.000218754921348548,0.000218754921348548,3.60252547219881,0.155,0,0.155,"M","",35736,"ENSG00000155093",26.7317725069228,-2.46765390966838,0.958818890166583,0.000274825696807823,0.00145223896593544,0,15.7952628572841,72.3269406357631,30.5693540010947,51.4898022072532,59.6206121273871,0,64.692075113591,5.53917988815631,49.582235489257,30.4788452594668,6.6592039680544,0,0,19.0095276658847,21.9453208975718,"protein_coding","protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]"
"4827","PTPRN2","chr7",157860083,157862012,1930,"*",-0.000226576762831312,0.000226576762831312,3.73826886160347,0.17,0.01,0.16,"M","",725811,"ENSG00000155093",26.7317725069228,-2.46765390966838,0.958818890166583,0.000274825696807823,0.00145223896593544,0,15.7952628572841,72.3269406357631,30.5693540010947,51.4898022072532,59.6206121273871,0,64.692075113591,5.53917988815631,49.582235489257,30.4788452594668,6.6592039680544,0,0,19.0095276658847,21.9453208975718,"protein_coding","protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677]"
"4828","PTPRQ","chr12",80462193,80462648,456,"*",0.000249352968946009,0.000249352968946009,4.13353632165116,0.14,0.31,-0.17,"U","",56199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4829","PTPRR","chr12",71426785,71428784,2000,"*",0.000141841803343214,0.000141841803343214,2.2677442252597,0,0.3,-0.3,"U","",-506047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4830","PTPRS","chr19",5231252,5231289,38,"*",-0.000132956996785001,0.000132956996785001,2.11355371154574,0.2,0,0.2,"M","",109523,"ENSG00000105426",210.537900422709,5.33508426400918,1.21764977167585,8.26652321546434e-07,8.02165117149748e-06,0.769324901899258,974.041209532521,4.06331127167208,0,0.79215080318851,15.5013591531207,6.47309203509741,14.3760166919091,1001.66836310827,8.58154075775602,3.29501029832073,901.212270343362,0.79499915651057,0,434.294593597519,2.74316511219647,"protein_coding","protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]"
"4831","PTPRS","chr19",5244409,5244509,101,"*",-0.00027354636450739,0.00027354636450739,4.55339825850402,0.38,0,0.38,"M","",96303,"ENSG00000105426",210.537900422709,5.33508426400918,1.21764977167585,8.26652321546434e-07,8.02165117149748e-06,0.769324901899258,974.041209532521,4.06331127167208,0,0.79215080318851,15.5013591531207,6.47309203509741,14.3760166919091,1001.66836310827,8.58154075775602,3.29501029832073,901.212270343362,0.79499915651057,0,434.294593597519,2.74316511219647,"protein_coding","protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]"
"4832","PTPRS","chr19",5424144,5426008,1865,"*",-0.000226576762831494,0.000226576762831494,3.73826886160663,0.08,0,0.08,"M","",-83332,"ENSG00000105426",210.537900422709,5.33508426400918,1.21764977167585,8.26652321546434e-07,8.02165117149748e-06,0.769324901899258,974.041209532521,4.06331127167208,0,0.79215080318851,15.5013591531207,6.47309203509741,14.3760166919091,1001.66836310827,8.58154075775602,3.29501029832073,901.212270343362,0.79499915651057,0,434.294593597519,2.74316511219647,"protein_coding","protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]"
"4833","PTPRS","chr19",5307812,5307931,120,"*",-0.000210935440239695,0.000210935440239695,3.46682304567428,0.465,0.09,0.375,"M","",32881,"ENSG00000105426",210.537900422709,5.33508426400918,1.21764977167585,8.26652321546434e-07,8.02165117149748e-06,0.769324901899258,974.041209532521,4.06331127167208,0,0.79215080318851,15.5013591531207,6.47309203509741,14.3760166919091,1001.66836310827,8.58154075775602,3.29501029832073,901.212270343362,0.79499915651057,0,434.294593597519,2.74316511219647,"protein_coding","protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]"
"4834","PTPRS","chr19",5291731,5292332,602,"*",-0.000164086146120426,0.000164086146120426,2.65378151460024,0.18,0,0.18,"M","",48480,"ENSG00000105426",210.537900422709,5.33508426400918,1.21764977167585,8.26652321546434e-07,8.02165117149748e-06,0.769324901899258,974.041209532521,4.06331127167208,0,0.79215080318851,15.5013591531207,6.47309203509741,14.3760166919091,1001.66836310827,8.58154075775602,3.29501029832073,901.212270343362,0.79499915651057,0,434.294593597519,2.74316511219647,"protein_coding","protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]"
"4835","PTPRS","chr19",5255762,5255814,53,"*",-0.00014591311986366,0.00014591311986366,2.33839949295366,0.325,0,0.325,"M","",84998,"ENSG00000105426",210.537900422709,5.33508426400918,1.21764977167585,8.26652321546434e-07,8.02165117149748e-06,0.769324901899258,974.041209532521,4.06331127167208,0,0.79215080318851,15.5013591531207,6.47309203509741,14.3760166919091,1001.66836310827,8.58154075775602,3.29501029832073,901.212270343362,0.79499915651057,0,434.294593597519,2.74316511219647,"protein_coding","protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]"
"4836","PTPRS","chr19",5331050,5331724,675,"*",-0.000174484654759733,0.000174484654759733,2.83424142427285,0.4,0.02,0.38,"M","",9088,"ENSG00000105426",210.537900422709,5.33508426400918,1.21764977167585,8.26652321546434e-07,8.02165117149748e-06,0.769324901899258,974.041209532521,4.06331127167208,0,0.79215080318851,15.5013591531207,6.47309203509741,14.3760166919091,1001.66836310827,8.58154075775602,3.29501029832073,901.212270343362,0.79499915651057,0,434.294593597519,2.74316511219647,"protein_coding","protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]"
"4837","PTPRS","chr19",5289615,5291606,1992,"*",-0.000440820130249264,0.000440820130249264,7.45633460288231,0.465,0.02,0.445,"M","",49206,"ENSG00000105426",210.537900422709,5.33508426400918,1.21764977167585,8.26652321546434e-07,8.02165117149748e-06,0.769324901899258,974.041209532521,4.06331127167208,0,0.79215080318851,15.5013591531207,6.47309203509741,14.3760166919091,1001.66836310827,8.58154075775602,3.29501029832073,901.212270343362,0.79499915651057,0,434.294593597519,2.74316511219647,"protein_coding","protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]"
"4838","PTPRS","chr19",5230687,5231084,398,"*",-0.000247444897877803,0.000247444897877803,4.10042288735389,0.26,0,0.26,"M","",109728,"ENSG00000105426",210.537900422709,5.33508426400918,1.21764977167585,8.26652321546434e-07,8.02165117149748e-06,0.769324901899258,974.041209532521,4.06331127167208,0,0.79215080318851,15.5013591531207,6.47309203509741,14.3760166919091,1001.66836310827,8.58154075775602,3.29501029832073,901.212270343362,0.79499915651057,0,434.294593597519,2.74316511219647,"protein_coding","protein tyrosine phosphatase receptor type S [Source:HGNC Symbol;Acc:HGNC:9681]"
"4839","PTPRT","chr20",43374853,43376762,1910,"*",0.000132252874803383,0.000132252874803383,2.10133409490563,0,0.375,-0.375,"U","",-184883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4840","PTPRU","chr1",29888177,29890032,1856,"*",-0.000139172940777923,0.000139172940777923,2.22142770871227,0.26,0,0.26,"M","",651661,"ENSG00000060656",230.964273932818,3.96393450842929,0.80922756526149,9.3646489189859e-08,1.10659832460095e-06,40.0048948987614,759.927646356003,47.9470730057306,2.91136704772331,39.6075401594255,23.8482448509549,24.2740951316153,34.1430396432841,1080.14007819048,7.62803622911646,18.9463092153442,932.288555527616,26.2349721648488,34.959811732352,613.422835064509,9.14388370732158,"protein_coding","protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"
"4841","PTPRU","chr1",29412563,29414417,1855,"*",-0.000398978831046108,0.000398978831046108,6.73020383387529,0.27,0,0.27,"M","",176047,"ENSG00000060656",230.964273932818,3.96393450842929,0.80922756526149,9.3646489189859e-08,1.10659832460095e-06,40.0048948987614,759.927646356003,47.9470730057306,2.91136704772331,39.6075401594255,23.8482448509549,24.2740951316153,34.1430396432841,1080.14007819048,7.62803622911646,18.9463092153442,932.288555527616,26.2349721648488,34.959811732352,613.422835064509,9.14388370732158,"protein_coding","protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"
"4842","PTPRU","chr1",30121848,30123849,2002,"*",-0.000242226641779598,0.000242226641779598,4.00986316799462,0.17,0,0.17,"M","",885332,"ENSG00000060656",230.964273932818,3.96393450842929,0.80922756526149,9.3646489189859e-08,1.10659832460095e-06,40.0048948987614,759.927646356003,47.9470730057306,2.91136704772331,39.6075401594255,23.8482448509549,24.2740951316153,34.1430396432841,1080.14007819048,7.62803622911646,18.9463092153442,932.288555527616,26.2349721648488,34.959811732352,613.422835064509,9.14388370732158,"protein_coding","protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"
"4843","PTPRU","chr1",30083712,30085629,1918,"*",-0.000242226641779598,0.000242226641779598,4.00986316799462,0.17,0,0.17,"M","",847196,"ENSG00000060656",230.964273932818,3.96393450842929,0.80922756526149,9.3646489189859e-08,1.10659832460095e-06,40.0048948987614,759.927646356003,47.9470730057306,2.91136704772331,39.6075401594255,23.8482448509549,24.2740951316153,34.1430396432841,1080.14007819048,7.62803622911646,18.9463092153442,932.288555527616,26.2349721648488,34.959811732352,613.422835064509,9.14388370732158,"protein_coding","protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"
"4844","PTPRU","chr1",29908604,29910555,1952,"*",-0.00025788356713885,0.00025788356713885,4.28157976064147,0.09,0,0.09,"M","",672088,"ENSG00000060656",230.964273932818,3.96393450842929,0.80922756526149,9.3646489189859e-08,1.10659832460095e-06,40.0048948987614,759.927646356003,47.9470730057306,2.91136704772331,39.6075401594255,23.8482448509549,24.2740951316153,34.1430396432841,1080.14007819048,7.62803622911646,18.9463092153442,932.288555527616,26.2349721648488,34.959811732352,613.422835064509,9.14388370732158,"protein_coding","protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"
"4845","PTPRU","chr1",29885716,29887594,1879,"*",-0.000158890392128316,0.000158890392128316,2.5636123058588,0.175,0,0.175,"M","",649200,"ENSG00000060656",230.964273932818,3.96393450842929,0.80922756526149,9.3646489189859e-08,1.10659832460095e-06,40.0048948987614,759.927646356003,47.9470730057306,2.91136704772331,39.6075401594255,23.8482448509549,24.2740951316153,34.1430396432841,1080.14007819048,7.62803622911646,18.9463092153442,932.288555527616,26.2349721648488,34.959811732352,613.422835064509,9.14388370732158,"protein_coding","protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"
"4846","PTPRU","chr1",29313841,29315322,1482,"*",-0.000300967706603987,0.000300967706603987,5.02927928043713,0.415,0,0.415,"M","",77325,"ENSG00000060656",230.964273932818,3.96393450842929,0.80922756526149,9.3646489189859e-08,1.10659832460095e-06,40.0048948987614,759.927646356003,47.9470730057306,2.91136704772331,39.6075401594255,23.8482448509549,24.2740951316153,34.1430396432841,1080.14007819048,7.62803622911646,18.9463092153442,932.288555527616,26.2349721648488,34.959811732352,613.422835064509,9.14388370732158,"protein_coding","protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"
"4847","PTPRU","chr1",29387453,29389436,1984,"*",-0.000367605356848674,0.000367605356848674,6.1857359186991,0.25,0,0.25,"M","",150937,"ENSG00000060656",230.964273932818,3.96393450842929,0.80922756526149,9.3646489189859e-08,1.10659832460095e-06,40.0048948987614,759.927646356003,47.9470730057306,2.91136704772331,39.6075401594255,23.8482448509549,24.2740951316153,34.1430396432841,1080.14007819048,7.62803622911646,18.9463092153442,932.288555527616,26.2349721648488,34.959811732352,613.422835064509,9.14388370732158,"protein_coding","protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"
"4848","PTPRU","chr1",29672351,29674341,1991,"*",-0.000174484654759874,0.000174484654759874,2.83424142427529,0.19,0,0.19,"M","",435835,"ENSG00000060656",230.964273932818,3.96393450842929,0.80922756526149,9.3646489189859e-08,1.10659832460095e-06,40.0048948987614,759.927646356003,47.9470730057306,2.91136704772331,39.6075401594255,23.8482448509549,24.2740951316153,34.1430396432841,1080.14007819048,7.62803622911646,18.9463092153442,932.288555527616,26.2349721648488,34.959811732352,613.422835064509,9.14388370732158,"protein_coding","protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"
"4849","PTPRU","chr1",29540997,29542963,1967,"*",-0.00027354636450739,0.00027354636450739,4.55339825850402,0.095,0,0.095,"M","",304481,"ENSG00000060656",230.964273932818,3.96393450842929,0.80922756526149,9.3646489189859e-08,1.10659832460095e-06,40.0048948987614,759.927646356003,47.9470730057306,2.91136704772331,39.6075401594255,23.8482448509549,24.2740951316153,34.1430396432841,1080.14007819048,7.62803622911646,18.9463092153442,932.288555527616,26.2349721648488,34.959811732352,613.422835064509,9.14388370732158,"protein_coding","protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"
"4850","PTPRZ1","chr7",121820347,121822150,1804,"*",0.000210940736197978,0.000210940736197978,3.46691495386867,0.12,0.41,-0.29,"U","",-50939,"ENSG00000106278",6.43361744753766,-1.52308597320687,1.25289147894682,0.0176151294104579,0.0484597180395592,2.30797470569778,1.7550292063649,26.8178543930357,0,4.75290481913106,40.5420162466232,1.61827300877435,14.3760166919091,5.53917988815631,0,4.11876287290092,1.10986732800907,0,0,0,0,"protein_coding","protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]"
"4851","PTTG1IP","chr21",44828517,44830212,1696,"*",-0.000132956996785001,0.000132956996785001,2.11355371154574,0.05,0,0.05,"M","",43691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4852","PUF60","chr8",143734580,143734623,44,"*",-0.000461744208516285,0.000461744208516285,7.81945948982771,0.465,0,0.465,"M","",96086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4853","PUF60","chr8",143723243,143723637,395,"*",-0.00025788356713885,0.00025788356713885,4.28157976064147,0.36,0,0.36,"M","",107072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
