"","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","annotated_genes","dist_to_TSS"
"5727","chrX",23299950,23301866,1917,"*",28089286,28089302,"R","chrX:23299950-23301866","16CpGs","1916bp",0.578,0.199,0.379,0.314,0.274,0.0441,"M","DDX53, PTCHD1","299990, -32983"
"5728","chrX",23578957,23579386,430,"*",28091799,28091803,"R","chrX:23578957-23579386","4CpGs","429bp",0.721,0.4,0.321,0.307,0.292,0.00797,"M","PTCHD1, PRDX4","244108, -84876"
"5729","chrX",23742343,23743263,921,"*",28093684,28093730,"R","chrX:23742343-23743263","46CpGs","920bp",0.429,0.0261,0.403,0.362,0.332,0.0205,"M","PRDX4, ACOT9","78081, 23212"
"5730","chrX",23889693,23890262,570,"*",28096013,28096026,"R","chrX:23889693-23890262","13CpGs","569bp",0.684,0.175,0.51,0.401,0.35,0.0475,"M","LOC127933115, CXorf58","106415, -17744"
"5731","chrX",24013954,24015364,1411,"*",28097777,28097787,"R","chrX:24013954-24015364","10CpGs","1410bp",0.611,0.189,0.422,0.321,0.289,0.0476,"M","APOO, KLHL15","-106016, 11822"
"5732","chrX",24269940,24270342,403,"*",28101840,28101849,"R","chrX:24269940-24270342","9CpGs","402bp",0.877,0.455,0.423,0.418,0.417,0.000111,"M","ZFX, SUPT20HL2","120767, 43727"
"5733","chrX",24343174,24344053,880,"*",28102647,28102659,"R","chrX:24343174-24344053","12CpGs","879bp",0.536,0.199,0.337,0.282,0.273,0.0233,"M","SUPT20HL2, SUPT20HL1","-29105, -16586"
"5734","chrX",24354368,24356134,1767,"*",28102778,28102795,"R","chrX:24354368-24356134","17CpGs","1766bp",0.872,0.387,0.486,0.421,0.395,0.0171,"M","SUPT20HL2, SUPT20HL1","-40299, -4505"
"5735","chrX",24379746,24380885,1140,"*",28103116,28103132,"R","chrX:24379746-24380885","16CpGs","1139bp",0.733,0.358,0.375,0.328,0.302,0.0204,"M","SUPT20HL1, PDK3","19107, -84359"
"5736","chrX",24448488,24450303,1816,"*",28103739,28103751,"R","chrX:24448488-24450303","12CpGs","1815bp",0.967,0.58,0.387,0.377,0.375,0.000589,"M","SUPT20HL1, PDK3","87849, -14941"
"5737","chrX",24533205,24534245,1041,"*",28104753,28104764,"R","chrX:24533205-24534245","11CpGs","1040bp",0.785,0.0815,0.703,0.623,0.572,0.0208,"M","PDK3, PCYT1B","67961, 138432"
"5738","chrX",24587769,24588039,271,"*",28105306,28105310,"R","chrX:24587769-24588039","4CpGs","270bp",0.582,0.188,0.394,0.313,0.288,0.0352,"M","PDK3, PCYT1B","122525, 84638"
"5739","chrX",24682435,24683280,846,"*",28106225,28106232,"R","chrX:24682435-24683280","7CpGs","845bp",0.594,0.18,0.414,0.316,0.291,0.045,"M","PCYT1B, POLA1","-9758, -10593"
"5740","chrX",24691564,24692664,1101,"*",28106305,28106323,"R","chrX:24691564-24692664","18CpGs","1100bp",0.708,0.271,0.437,0.366,0.336,0.0261,"M","POLA1","-1209"
"5741","chrX",24757222,24757890,669,"*",28107096,28107111,"R","chrX:24757222-24757890","15CpGs","668bp",0.784,0.255,0.529,0.414,0.392,0.0398,"M","POLA1, ARX","63349, 258075"
"5742","chrX",24771485,24772535,1051,"*",28107193,28107198,"R","chrX:24771485-24772535","5CpGs","1050bp",0.955,0.325,0.63,0.536,0.509,0.0189,"M","POLA1, ARX","77612, 243430"
"5743","chrX",24898656,24900125,1470,"*",28108141,28108160,"R","chrX:24898656-24900125","19CpGs","1469bp",0.701,0.109,0.592,0.464,0.435,0.0383,"M","POLA1, ARX","204783, 115840"
"5744","chrX",25263998,25265071,1074,"*",28111894,28111901,"R","chrX:25263998-25265071","7CpGs","1073bp",0.695,0.277,0.419,0.337,0.319,0.0319,"M","ARX, MAGEB18","-248033, -873272"
"5745","chrX",25270093,25270676,584,"*",28111954,28111964,"R","chrX:25270093-25270676","10CpGs","583bp",0.355,0.0208,0.334,0.277,0.24,0.0487,"M","ARX, MAGEB18","-254128, -867667"
"5746","chrX",25310901,25311409,509,"*",28112212,28112217,"R","chrX:25310901-25311409","5CpGs","508bp",0.497,0.137,0.36,0.288,0.264,0.034,"M","ARX, MAGEB18","-294936, -826934"
"5747","chrX",25367258,25367992,735,"*",28112619,28112630,"R","chrX:25367258-25367992","11CpGs","734bp",0.773,0.119,0.654,0.518,0.489,0.036,"M","ARX, MAGEB18","-351293, -770351"
"5748","chrX",25377478,25379339,1862,"*",28112692,28112700,"R","chrX:25377478-25379339","8CpGs","1861bp",0.611,0.206,0.405,0.317,0.294,0.0388,"M","ARX, MAGEB18","-361513, -759004"
"5749","chrX",27807826,27807891,66,"*",28127442,28127447,"R","chrX:27807826-27807891","5CpGs","65bp",0.519,0.115,0.405,0.346,0.333,0.0183,"M","MAGEB10","-99"
"5750","chrX",30636334,30636414,81,"*",28148112,28148118,"R","chrX:30636334-30636414","6CpGs","80bp",0.719,0.367,0.351,0.289,0.271,0.0265,"M","TASL, GK","-58568, -16945"
"5751","chrX",30675650,30675876,227,"*",28148665,28148670,"R","chrX:30675650-30675876","5CpGs","226bp",1,0.408,0.592,0.521,0.517,0.0156,"M","GK, TAB3","22291, 299208"
"5752","chrX",30700197,30702073,1877,"*",28148880,28148897,"R","chrX:30700197-30702073","17CpGs","1876bp",0.496,0.169,0.327,0.297,0.289,0.00746,"M","GK, TAB3","46838, 273011"
"5753","chrX",30753930,30754269,340,"*",28149374,28149399,"R","chrX:30753930-30754269","25CpGs","339bp",0.857,0.335,0.522,0.429,0.394,0.0287,"M","GK, TAB3","100571, 220815"
"5754","chrX",30763650,30765066,1417,"*",28149515,28149533,"R","chrX:30763650-30765066","18CpGs","1416bp",0.692,0.212,0.48,0.374,0.347,0.0397,"M","GK, TAB3","110291, 210018"
"5755","chrX",30802152,30802254,103,"*",28149832,28149835,"R","chrX:30802152-30802254","3CpGs","102bp",0.646,0.307,0.339,0.275,0.261,0.0304,"M","GK, TAB3","148793, 172830"
"5756","chrX",31039830,31041437,1608,"*",28151782,28151798,"R","chrX:31039830-31041437","16CpGs","1607bp",0.468,0.027,0.441,0.395,0.375,0.0114,"M","TAB3, FTHL17","-64746, 30604"
"5757","chrX",31166516,31167575,1060,"*",28152849,28152866,"R","chrX:31166516-31167575","17CpGs","1059bp",0.914,0.475,0.439,0.334,0.308,0.046,"M","FTHL17","-94475"
"5758","chrX",31221777,31222345,569,"*",28153355,28153378,"R","chrX:31221777-31222345","23CpGs","568bp",0.693,0.338,0.355,0.29,0.267,0.0294,"M","FTHL17","-149736"
"5759","chrX",31327415,31327851,437,"*",28154335,28154338,"R","chrX:31327415-31327851","3CpGs","436bp",0.833,0.259,0.574,0.436,0.403,0.0467,"M","FTHL17","-255374"
"5760","chrX",31329548,31329784,237,"*",28154339,28154347,"R","chrX:31329548-31329784","8CpGs","236bp",0.456,0,0.456,0.434,0.412,0.00924,"M","FTHL17","-257507"
"5761","chrX",31407233,31408358,1126,"*",28155143,28155165,"R","chrX:31407233-31408358","22CpGs","1125bp",0.97,0.566,0.404,0.382,0.38,0.00316,"M","FTHL17","-335192"
"5762","chrX",31434411,31434418,8,"*",28155426,28155430,"R","chrX:31434411-31434418","4CpGs","7bp",0.974,0.643,0.331,0.25,0.233,0.0491,"M","FTHL17","-362370"
"5763","chrX",31484360,31484767,408,"*",28155835,28155838,"R","chrX:31484360-31484767","3CpGs","407bp",0.764,0.333,0.43,0.333,0.311,0.0419,"M","FTHL17","-412319"
"5764","chrX",31602771,31604448,1678,"*",28156769,28156783,"R","chrX:31602771-31604448","14CpGs","1677bp",0.912,0.372,0.54,0.49,0.446,0.0258,"M","FTHL17","-530730"
"5765","chrX",31794933,31795500,568,"*",28158111,28158116,"R","chrX:31794933-31795500","5CpGs","567bp",0.55,0.0833,0.467,0.363,0.333,0.0407,"M","FTHL17","-722892"
"5766","chrX",31843885,31845645,1761,"*",28158484,28158501,"R","chrX:31843885-31845645","17CpGs","1760bp",0.81,0.486,0.324,0.279,0.253,0.0267,"M","FTHL17","-771844"
"5767","chrX",31902244,31903873,1630,"*",28158914,28158928,"R","chrX:31902244-31903873","14CpGs","1629bp",0.687,0.254,0.433,0.334,0.306,0.0429,"M","FTHL17","-830203"
"5768","chrX",31921199,31922751,1553,"*",28159068,28159085,"R","chrX:31921199-31922751","17CpGs","1552bp",0.616,0.233,0.383,0.295,0.261,0.047,"M","FTHL17","-849158"
"5769","chrX",31923637,31923915,279,"*",28159090,28159100,"R","chrX:31923637-31923915","10CpGs","278bp",1,0.482,0.518,0.464,0.462,0.0115,"M","FTHL17","-851596"
"5770","chrX",32014220,32015541,1322,"*",28159827,28159843,"R","chrX:32014220-32015541","16CpGs","1321bp",0.805,0.294,0.511,0.454,0.415,0.0235,"M","FTHL17","-942179"
"5771","chrX",32044484,32044945,462,"*",28160068,28160081,"R","chrX:32044484-32044945","13CpGs","461bp",0.869,0.183,0.686,0.61,0.565,0.0178,"M","FTHL17","-972443"
"5772","chrX",32076208,32076675,468,"*",28160326,28160340,"R","chrX:32076208-32076675","14CpGs","467bp",1,0.419,0.581,0.486,0.481,0.0287,"M","FTHL17","-1004167"
"5773","chrX",32460716,32460917,202,"*",28163085,28163088,"R","chrX:32460716-32460917","3CpGs","201bp",0.707,0.4,0.307,0.304,0.3,0.00054,"M","DMD","878692"
"5774","chrX",32489042,32489841,800,"*",28163250,28163257,"R","chrX:32489042-32489841","7CpGs","799bp",0.837,0.387,0.45,0.404,0.361,0.0351,"M","DMD","849768"
"5775","chrX",32516450,32517952,1503,"*",28163518,28163523,"R","chrX:32516450-32517952","5CpGs","1502bp",0.692,0.236,0.456,0.439,0.434,0.00123,"M","DMD","821657"
"5776","chrX",32676158,32676861,704,"*",28164676,28164683,"R","chrX:32676158-32676861","7CpGs","703bp",0.81,0.0652,0.744,0.611,0.536,0.0417,"M","DMD","662748"
"5777","chrX",32741085,32741975,891,"*",28165165,28165176,"R","chrX:32741085-32741975","11CpGs","890bp",0.825,0.375,0.45,0.403,0.393,0.00959,"M","DMD","597634"
"5778","chrX",32785185,32786328,1144,"*",28165498,28165506,"R","chrX:32785185-32786328","8CpGs","1143bp",0.632,0,0.632,0.566,0.5,0.0411,"M","DMD","553281"
"5779","chrX",32856803,32858571,1769,"*",28166033,28166059,"R","chrX:32856803-32858571","26CpGs","1768bp",0.796,0.282,0.513,0.438,0.412,0.0189,"M","DMD","481038"
"5780","chrX",32952172,32953232,1061,"*",28166922,28166944,"R","chrX:32952172-32953232","22CpGs","1060bp",0.644,0.0469,0.597,0.513,0.471,0.023,"M","DMD","386377"
"5781","chrX",33124144,33124917,774,"*",28168557,28168580,"R","chrX:33124144-33124917","23CpGs","773bp",0.735,0.318,0.416,0.351,0.34,0.0212,"M","DMD","214692"
"5782","chrX",33232806,33233545,740,"*",28169434,28169441,"R","chrX:33232806-33233545","7CpGs","739bp",0.769,0.263,0.505,0.387,0.343,0.0481,"M","DMD","106064"
"5783","chrX",33261620,33263109,1490,"*",28169663,28169671,"R","chrX:33261620-33263109","8CpGs","1489bp",0.675,0.113,0.562,0.53,0.524,0.00303,"M","DMD","76500"
"5784","chrX",33284766,33285301,536,"*",28169859,28169862,"R","chrX:33284766-33285301","3CpGs","535bp",0.7,0.236,0.464,0.401,0.35,0.0442,"M","DMD","54308"
"5785","chrX",33377227,33378271,1045,"*",28170458,28170463,"R","chrX:33377227-33378271","5CpGs","1044bp",0.667,0.194,0.473,0.467,0.467,0.000175,"M","DMD, FAM47A","-37618, 754043"
"5786","chrX",33536595,33537095,501,"*",28171384,28171389,"R","chrX:33536595-33537095","5CpGs","500bp",1,0.55,0.45,0.402,0.4,0.0121,"M","DMD, FAM47A","-196986, 595219"
"5787","chrX",33660181,33661635,1455,"*",28172133,28172141,"R","chrX:33660181-33661635","8CpGs","1454bp",0.412,0.0813,0.33,0.294,0.275,0.0152,"M","DMD, FAM47A","-320572, 470679"
"5788","chrX",33807120,33807837,718,"*",28172939,28172951,"R","chrX:33807120-33807837","12CpGs","717bp",0.782,0.377,0.405,0.375,0.365,0.00497,"M","DMD, FAM47A","-467511, 324477"
"5789","chrX",33840566,33841229,664,"*",28173162,28173166,"R","chrX:33840566-33841229","4CpGs","663bp",0.786,0.325,0.461,0.354,0.314,0.047,"M","DMD, FAM47A","-500957, 291085"
"5790","chrX",33921786,33923260,1475,"*",28173587,28173593,"R","chrX:33921786-33923260","6CpGs","1474bp",0.542,0.171,0.371,0.293,0.269,0.0366,"M","DMD, FAM47A","-582177, 209054"
"5791","chrX",33969288,33971014,1727,"*",28173800,28173809,"R","chrX:33969288-33971014","9CpGs","1726bp",0.678,0.263,0.415,0.333,0.314,0.0327,"M","DMD, FAM47A","-629679, 161300"
"5792","chrX",34118729,34120120,1392,"*",28174538,28174546,"R","chrX:34118729-34120120","8CpGs","1391bp",0.503,0.141,0.363,0.286,0.254,0.0424,"M","DMD, FAM47A","-779120, 12194"
"5793","chrX",36112207,36113075,869,"*",28187001,28187005,"R","chrX:36112207-36113075","4CpGs","868bp",0.481,0.162,0.319,0.268,0.235,0.0418,"M","CFAP47, FAM47C","192473, -895291"
"5794","chrX",36118530,36118726,197,"*",28187035,28187041,"R","chrX:36118530-36118726","6CpGs","196bp",0.352,0.0455,0.307,0.263,0.259,0.0213,"M","CFAP47, FAM47C","198796, -889640"
"5795","chrX",36356220,36357981,1762,"*",28188343,28188350,"R","chrX:36356220-36357981","7CpGs","1761bp",0.367,0.05,0.317,0.252,0.233,0.0342,"M","CFAP47, FAM47C","436486, -650385"
"5796","chrX",36380234,36380695,462,"*",28188465,28188477,"R","chrX:36380234-36380695","12CpGs","461bp",0.926,0.536,0.39,0.319,0.28,0.0421,"M","CFAP47, FAM47C","460500, -627671"
"5797","chrX",36434620,36436096,1477,"*",28188797,28188807,"R","chrX:36434620-36436096","10CpGs","1476bp",0.686,0.0521,0.634,0.59,0.552,0.0138,"M","CFAP47, FAM47C","514886, -572270"
"5798","chrX",37491770,37491817,48,"*",28194347,28194352,"R","chrX:37491770-37491817","5CpGs","47bp",0.924,0.55,0.374,0.314,0.3,0.0212,"M","TSPAN7, LANCL3","142440, -79752"
"5799","chrX",37618235,37619384,1150,"*",28195471,28195476,"R","chrX:37618235-37619384","5CpGs","1149bp",0.723,0.183,0.54,0.459,0.414,0.0297,"M","LANCL3, XK","46666, -66407"
"5800","chrX",37643445,37645011,1567,"*",28195618,28195627,"R","chrX:37643445-37645011","9CpGs","1566bp",0.519,0.128,0.391,0.348,0.307,0.0406,"M","LANCL3, XK","71876, -40780"
"5801","chrX",37861301,37861658,358,"*",28197058,28197063,"R","chrX:37861301-37861658","5CpGs","357bp",0.855,0.536,0.319,0.258,0.229,0.0394,"M","DYNLT3, SYTL5","-13730, -44489"
"5802","chrX",37879852,37880509,658,"*",28197183,28197189,"R","chrX:37879852-37880509","6CpGs","657bp",0.656,0.0714,0.585,0.47,0.42,0.0383,"M","DYNLT3, SYTL5","-32281, -25638"
"5803","chrX",37923988,37925812,1825,"*",28197489,28197499,"R","chrX:37923988-37925812","10CpGs","1824bp",0.83,0.309,0.521,0.418,0.396,0.0328,"M","SYTL5, H2AP","17841, -64967"
"5804","chrX",38157001,38157506,506,"*",28198909,28198915,"R","chrX:38157001-38157506","6CpGs","505bp",0.748,0.125,0.623,0.474,0.438,0.0462,"M","H2AL3, SRPX","162729, 63418"
"5805","chrX",38167417,38168121,705,"*",28198975,28198981,"R","chrX:38167417-38168121","6CpGs","704bp",0.761,0.35,0.411,0.344,0.322,0.0229,"M","H2AL3, SRPX","173145, 52803"
"5806","chrX",38228028,38229067,1040,"*",28199506,28199516,"R","chrX:38228028-38229067","10CpGs","1039bp",0.66,0.247,0.414,0.32,0.298,0.042,"M","SRPX, RPGR","-7104, 98477"
"5807","chrX",38244094,38245832,1739,"*",28199606,28199628,"R","chrX:38244094-38245832","22CpGs","1738bp",0.834,0.182,0.652,0.541,0.511,0.0245,"M","SRPX, RPGR","-23170, 81712"
"5808","chrX",38558703,38560067,1365,"*",28201871,28201879,"R","chrX:38558703-38560067","8CpGs","1364bp",0.722,0.275,0.447,0.396,0.367,0.0181,"M","OTC, MID1IP1","206117, -241373"
"5809","chrX",38561554,38561877,324,"*",28201959,28201979,"R","chrX:38561554-38561877","20CpGs","323bp",0.504,0.0114,0.492,0.444,0.406,0.023,"M","OTC, MID1IP1","208968, -239563"
"5810","chrX",38611630,38612769,1140,"*",28202273,28202283,"R","chrX:38611630-38612769","10CpGs","1139bp",0.6,0.0638,0.536,0.465,0.451,0.0153,"M","OTC, MID1IP1","259044, -188671"
"5811","chrX",38670728,38671415,688,"*",28202672,28202681,"R","chrX:38670728-38671415","9CpGs","687bp",0.926,0.528,0.398,0.37,0.368,0.00488,"M","OTC, MID1IP1","318142, -130025"
"5812","chrX",38715924,38716323,400,"*",28202937,28202941,"R","chrX:38715924-38716323","4CpGs","399bp",0.944,0.464,0.48,0.418,0.389,0.0184,"M","OTC, MID1IP1","363338, -85117"
"5813","chrX",38724212,38724777,566,"*",28203020,28203032,"R","chrX:38724212-38724777","12CpGs","565bp",0.87,0.369,0.501,0.46,0.432,0.0128,"M","OTC, MID1IP1","371626, -76663"
"5814","chrX",38804717,38804784,68,"*",28203760,28203769,"R","chrX:38804717-38804784","9CpGs","67bp",0.972,0.26,0.712,0.688,0.674,0.00173,"M","MID1IP1","3277"
"5815","chrX",38825177,38826120,944,"*",28203965,28203972,"R","chrX:38825177-38826120","7CpGs","943bp",0.681,0.182,0.499,0.492,0.485,0.000775,"M","MID1IP1","23737"
"5816","chrX",38838389,38840321,1933,"*",28204028,28204036,"R","chrX:38838389-38840321","8CpGs","1932bp",0.871,0.335,0.536,0.434,0.401,0.0308,"M","MID1IP1","36949"
"5817","chrX",38851723,38851988,266,"*",28204099,28204103,"R","chrX:38851723-38851988","4CpGs","265bp",0.381,0.05,0.331,0.26,0.233,0.0409,"M","MID1IP1","50283"
"5818","chrX",38892766,38893001,236,"*",28204355,28204371,"R","chrX:38892766-38893001","16CpGs","235bp",0.472,0.127,0.345,0.303,0.28,0.0195,"M","MID1IP1","91326"
"5819","chrX",38956557,38957236,680,"*",28204737,28204740,"R","chrX:38956557-38957236","3CpGs","679bp",0.45,0.129,0.321,0.26,0.233,0.0361,"M","MID1IP1","155117"
"5820","chrX",39057899,39059823,1925,"*",28205276,28205292,"R","chrX:39057899-39059823","16CpGs","1924bp",0.975,0.403,0.572,0.494,0.478,0.0162,"M","MID1IP1","256459"
"5821","chrX",39118913,39119482,570,"*",28205701,28205706,"R","chrX:39118913-39119482","5CpGs","569bp",0.576,0.225,0.351,0.289,0.25,0.0483,"M","MID1IP1","317473"
"5822","chrX",39121712,39122064,353,"*",28205715,28205722,"R","chrX:39121712-39122064","7CpGs","352bp",0.725,0.134,0.592,0.517,0.451,0.0464,"M","MID1IP1","320272"
"5823","chrX",39134409,39135636,1228,"*",28205790,28205795,"R","chrX:39134409-39135636","5CpGs","1227bp",0.904,0.393,0.511,0.391,0.367,0.0459,"M","MID1IP1","332969"
"5824","chrX",39162819,39163036,218,"*",28205999,28206011,"R","chrX:39162819-39163036","12CpGs","217bp",0.637,0.0893,0.548,0.422,0.377,0.0454,"M","MID1IP1","361379"
"5825","chrX",39387897,39388681,785,"*",28207374,28207381,"R","chrX:39387897-39388681","7CpGs","784bp",0.883,0.389,0.495,0.417,0.405,0.0221,"M","MID1IP1, BCOR","586457, 788648"
"5826","chrX",39486106,39486809,704,"*",28208216,28208225,"R","chrX:39486106-39486809","9CpGs","703bp",0.683,0.0833,0.6,0.512,0.5,0.0195,"M","MID1IP1, BCOR","684666, 690520"
"5827","chrX",39505073,39505990,918,"*",28208346,28208358,"R","chrX:39505073-39505990","12CpGs","917bp",0.62,0.146,0.474,0.46,0.45,0.00184,"M","MID1IP1, BCOR","703633, 671339"
"5828","chrX",39516076,39516501,426,"*",28208438,28208448,"R","chrX:39516076-39516501","10CpGs","425bp",0.925,0.576,0.35,0.285,0.264,0.0294,"M","MID1IP1, BCOR","714636, 660828"
"5829","chrX",39683330,39685039,1710,"*",28210031,28210057,"R","chrX:39683330-39685039","26CpGs","1709bp",0.652,0.046,0.606,0.579,0.561,0.0035,"M","MID1IP1, BCOR","881890, 492290"
"5830","chrX",39699714,39701351,1638,"*",28210309,28210324,"R","chrX:39699714-39701351","15CpGs","1637bp",0.695,0.328,0.367,0.339,0.317,0.0149,"M","MID1IP1, BCOR","898274, 475978"
"5831","chrX",39812100,39812475,376,"*",28211659,28211666,"R","chrX:39812100-39812475","7CpGs","375bp",0.944,0.413,0.532,0.5,0.472,0.0108,"M","BCOR","364854"
"5832","chrX",39856042,39856214,173,"*",28212402,28212412,"R","chrX:39856042-39856214","10CpGs","172bp",0.662,0.354,0.308,0.271,0.252,0.0169,"M","BCOR","321115"
"5833","chrX",39859164,39859376,213,"*",28212453,28212461,"R","chrX:39859164-39859376","8CpGs","212bp",0.785,0.453,0.332,0.259,0.238,0.04,"M","BCOR","317953"
"5834","chrX",39869155,39870011,857,"*",28212595,28212600,"R","chrX:39869155-39870011","5CpGs","856bp",0.83,0.333,0.497,0.475,0.452,0.00797,"M","BCOR","307318"
"5835","chrX",39870296,39871544,1249,"*",28212601,28212628,"R","chrX:39870296-39871544","27CpGs","1248bp",0.911,0.582,0.329,0.281,0.255,0.0271,"M","BCOR","305785"
"5836","chrX",39910524,39911041,518,"*",28213195,28213218,"R","chrX:39910524-39911041","23CpGs","517bp",0.885,0.336,0.549,0.496,0.492,0.0103,"M","BCOR","266288"
"5837","chrX",39914330,39915702,1373,"*",28213255,28213273,"R","chrX:39914330-39915702","18CpGs","1372bp",0.924,0.139,0.784,0.767,0.763,0.000422,"M","BCOR","261627"
"5838","chrX",39943176,39944776,1601,"*",28213677,28213693,"R","chrX:39943176-39944776","16CpGs","1600bp",0.56,0.185,0.375,0.344,0.339,0.00615,"M","BCOR","232553"
"5839","chrX",39976748,39977290,543,"*",28214095,28214101,"R","chrX:39976748-39977290","6CpGs","542bp",0.673,0.347,0.326,0.261,0.243,0.0333,"M","BCOR","200039"
"5840","chrX",39993401,39994562,1162,"*",28214326,28214336,"R","chrX:39993401-39994562","10CpGs","1161bp",0.663,0.156,0.506,0.436,0.396,0.0263,"M","BCOR","182767"
"5841","chrX",40013174,40013231,58,"*",28214959,28214969,"R","chrX:40013174-40013231","10CpGs","57bp",0.607,0.246,0.361,0.285,0.264,0.0365,"M","BCOR","164098"
"5842","chrX",40021053,40021751,699,"*",28215247,28215255,"R","chrX:40021053-40021751","8CpGs","698bp",0.948,0.56,0.388,0.324,0.297,0.0272,"M","BCOR","155578"
"5843","chrX",40036717,40037195,479,"*",28215475,28215485,"R","chrX:40036717-40037195","10CpGs","478bp",0.633,0.238,0.395,0.358,0.336,0.0129,"M","BCOR","140134"
"5844","chrX",40042920,40043712,793,"*",28215550,28215560,"R","chrX:40042920-40043712","10CpGs","792bp",0.79,0.468,0.322,0.3,0.289,0.00531,"M","BCOR","133617"
"5845","chrX",40046268,40046934,667,"*",28215589,28215595,"R","chrX:40046268-40046934","6CpGs","666bp",0.55,0.242,0.308,0.265,0.239,0.0289,"M","BCOR","130395"
"5846","chrX",40074890,40074999,110,"*",28216074,28216079,"R","chrX:40074890-40074999","5CpGs","109bp",0.938,0.569,0.368,0.308,0.275,0.034,"M","BCOR","102330"
"5847","chrX",40176768,40176806,39,"*",28220053,28220059,"R","chrX:40176768-40176806","6CpGs","38bp",0.385,0,0.385,0.359,0.333,0.0178,"M","BCOR","523"
"5848","chrX",40263446,40263979,534,"*",28221485,28221496,"R","chrX:40263446-40263979","11CpGs","533bp",0.882,0.33,0.553,0.462,0.443,0.0229,"M","BCOR, ATP6AP2","-86117, -315393"
"5849","chrX",40267016,40267395,380,"*",28221561,28221592,"R","chrX:40267016-40267395","31CpGs","379bp",0.675,0.0644,0.611,0.512,0.471,0.0252,"M","BCOR, ATP6AP2","-89687, -311977"
"5850","chrX",40274437,40275010,574,"*",28221700,28221713,"R","chrX:40274437-40275010","13CpGs","573bp",0.918,0.451,0.467,0.365,0.321,0.0462,"M","BCOR, ATP6AP2","-97108, -304362"
"5851","chrX",40399125,40401125,2001,"*",28223162,28223182,"R","chrX:40399125-40401125","20CpGs","2000bp",0.585,0.126,0.459,0.372,0.338,0.0332,"M","BCOR, ATP6AP2","-221796, -178247"
"5852","chrX",40413073,40413906,834,"*",28223287,28223299,"R","chrX:40413073-40413906","12CpGs","833bp",0.574,0.146,0.427,0.363,0.331,0.0261,"M","BCOR, ATP6AP2","-235744, -165466"
"5853","chrX",40470503,40471954,1452,"*",28223845,28223871,"R","chrX:40470503-40471954","26CpGs","1451bp",0.878,0.366,0.512,0.41,0.361,0.0425,"M","BCOR, ATP6AP2","-293174, -107418"
"5854","chrX",40506293,40506800,508,"*",28224289,28224296,"R","chrX:40506293-40506800","7CpGs","507bp",0.669,0.239,0.43,0.353,0.31,0.0409,"M","BCOR, ATP6AP2","-328964, -72572"
"5855","chrX",40564611,40564961,351,"*",28225019,28225024,"R","chrX:40564611-40564961","5CpGs","350bp",0.909,0.0833,0.826,0.701,0.652,0.0216,"M","BCOR, ATP6AP2","-387282, -14411"
"5856","chrX",40614242,40615119,878,"*",28225655,28225670,"R","chrX:40614242-40615119","15CpGs","877bp",0.915,0.514,0.401,0.351,0.345,0.0148,"M","ATP6AP2, MPC1L","34870, -8309"
"5857","chrX",40801518,40802569,1052,"*",28227663,28227668,"R","chrX:40801518-40802569","5CpGs","1051bp",0.531,0.191,0.34,0.316,0.3,0.00902,"M","MED14, USP9X","-65660, -282876"
"5858","chrX",40829670,40830021,352,"*",28227901,28227906,"R","chrX:40829670-40830021","5CpGs","351bp",0.753,0.27,0.482,0.41,0.394,0.0193,"M","MED14, USP9X","-93812, -255424"
"5859","chrX",40832510,40832609,100,"*",28227952,28227955,"R","chrX:40832510-40832609","3CpGs","99bp",0.786,0.274,0.512,0.42,0.381,0.0314,"M","MED14, USP9X","-96652, -252836"
"5860","chrX",40991681,40993140,1460,"*",28229659,28229693,"R","chrX:40991681-40993140","34CpGs","1459bp",0.655,0.233,0.422,0.374,0.354,0.0127,"M","MED14, USP9X","-255823, -92305"
"5861","chrX",41359143,41359667,525,"*",28234997,28235001,"R","chrX:41359143-41359667","4CpGs","524bp",0.967,0.646,0.321,0.26,0.241,0.0301,"M","DDX3X, NYX","25795, -87676"
"5862","chrX",41559837,41561618,1782,"*",28237935,28237957,"R","chrX:41559837-41561618","22CpGs","1781bp",0.398,0.0232,0.375,0.35,0.328,0.0133,"M","NYX, GPR34","112494, -127355"
"5863","chrX",41857624,41859358,1735,"*",28240340,28240353,"R","chrX:41857624-41859358","13CpGs","1734bp",0.759,0.458,0.302,0.254,0.244,0.0216,"M","GPR82, CASK","133443, 64196"
"5864","chrX",41906951,41908741,1791,"*",28240575,28240591,"R","chrX:41906951-41908741","16CpGs","1790bp",0.618,0.264,0.354,0.321,0.31,0.00788,"M","GPR82, CASK","182770, 14813"
"5865","chrX",41962379,41962867,489,"*",28241216,28241241,"R","chrX:41962379-41962867","25CpGs","488bp",0.936,0.34,0.596,0.473,0.436,0.0357,"M","CASK, PPP1R2C","-38825, 815296"
"5866","chrX",42004435,42004480,46,"*",28241472,28241477,"R","chrX:42004435-42004480","5CpGs","45bp",1,0.693,0.307,0.253,0.25,0.0326,"M","CASK, PPP1R2C","-80881, 773683"
"5867","chrX",42365294,42365901,608,"*",28243733,28243737,"R","chrX:42365294-42365901","4CpGs","607bp",0.464,0,0.464,0.446,0.429,0.00587,"M","CASK, PPP1R2C","-441740, 412262"
