"","annotated_genes","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","segment_id","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"56765","PIK3R1","chr5",67773610,67775378,1769,"*",8337805,8337818,"R","chr5:67773610-67775378","13CpGs","1768bp",0.0217,0.55,0.528,0.47,0.457,0.0105,"U","chr5:67773610-67775378",-440362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56766","PIK3R1","chr5",67805351,67807177,1827,"*",8338018,8338034,"R","chr5:67805351-67807177","16CpGs","1826bp",0,0.8,0.8,0.761,0.759,0.00271,"U","chr5:67805351-67807177",-408563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56767","PIK3R1","chr5",67813564,67815528,1965,"*",8338066,8338079,"R","chr5:67813564-67815528","13CpGs","1964bp",0.0488,0.764,0.715,0.68,0.677,0.00258,"U","chr5:67813564-67815528",-400212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56768","PIK3R1","chr5",68649373,68651328,1956,"*",8344183,8344197,"R","chr5:68649373-68651328","14CpGs","1955bp",0.0459,0.558,0.512,0.444,0.429,0.0149,"U","chr5:68649373-68651328",433633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56769","PIK3R1","chr5",68903368,68903680,313,"*",8345833,8345845,"R","chr5:68903368-68903680","12CpGs","312bp",0.12,0.798,0.678,0.538,0.474,0.0436,"U","chr5:68903368-68903680",687628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56770","PIK3R1","chr5",67323036,67324632,1597,"*",8335196,8335204,"R","chr5:67323036-67324632","8CpGs","1596bp",0.198,0.78,0.581,0.45,0.436,0.0469,"U","chr5:67323036-67324632",-891108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56771","PIK3R1","chr5",67381953,67383889,1937,"*",8335510,8335516,"R","chr5:67381953-67383889","6CpGs","1936bp",0.105,0.962,0.856,0.767,0.713,0.0167,"U","chr5:67381953-67383889",-831851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56772","PIK3R1","chr5",68287320,68287659,340,"*",8341790,8341793,"R","chr5:68287320-68287659","3CpGs","339bp",0.92,0.573,0.347,0.287,0.27,0.0253,"M","chr5:68287320-68287659",71580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56773","PIK3R1","chr5",67798345,67799812,1468,"*",8337970,8337979,"R","chr5:67798345-67799812","9CpGs","1467bp",0.03,0.615,0.585,0.461,0.44,0.0391,"U","chr5:67798345-67799812",-415928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56774","PIK3R1","chr5",67802827,67804674,1848,"*",8337997,8338014,"R","chr5:67802827-67804674","17CpGs","1847bp",0.0263,0.796,0.769,0.671,0.653,0.0145,"U","chr5:67802827-67804674",-411066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56775","PIK3R1","chr5",67900419,67902138,1720,"*",8338582,8338600,"R","chr5:67900419-67902138","18CpGs","1719bp",0.0455,0.717,0.671,0.538,0.509,0.0331,"U","chr5:67900419-67902138",-313602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56776","PIK3R1","chr5",67928957,67930630,1674,"*",8338764,8338774,"R","chr5:67928957-67930630","10CpGs","1673bp",0.0828,0.607,0.524,0.408,0.389,0.0419,"U","chr5:67928957-67930630",-285110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56777","PIK3R1","chr5",68022480,68024234,1755,"*",8339451,8339464,"R","chr5:68022480-68024234","13CpGs","1754bp",0.0693,0.429,0.359,0.281,0.266,0.0405,"U","chr5:68022480-68024234",-191506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56778","PIK3R1","chr5",68532044,68533938,1895,"*",8343503,8343516,"R","chr5:68532044-68533938","13CpGs","1894bp",0.0667,0.526,0.459,0.355,0.318,0.0441,"U","chr5:68532044-68533938",316304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56779","PIK3R1","chr5",68872821,68874566,1746,"*",8345597,8345614,"R","chr5:68872821-68874566","17CpGs","1745bp",0.102,0.484,0.382,0.327,0.31,0.018,"U","chr5:68872821-68874566",657081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56780","PIK3R1","chr5",68898278,68900135,1858,"*",8345787,8345801,"R","chr5:68898278-68900135","14CpGs","1857bp",0.111,0.546,0.435,0.382,0.371,0.0128,"U","chr5:68898278-68900135",682538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56781","PIK3R1","chr5",67486390,67488242,1853,"*",8336058,8336072,"R","chr5:67486390-67488242","14CpGs","1852bp",0.126,0.689,0.563,0.44,0.397,0.041,"U","chr5:67486390-67488242",-727498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56782","PIK3R1","chr5",67809221,67811143,1923,"*",8338043,8338058,"R","chr5:67809221-67811143","15CpGs","1922bp",0.0189,0.379,0.36,0.283,0.27,0.0394,"U","chr5:67809221-67811143",-404597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56783","PIK3R1","chr5",67993372,67994123,752,"*",8339167,8339174,"R","chr5:67993372-67994123","7CpGs","751bp",0.111,0.769,0.658,0.55,0.492,0.0336,"U","chr5:67993372-67994123",-221617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56784","PIK3R1","chr5",68187577,68187604,28,"*",8340807,8340810,"R","chr5:68187577-68187604","3CpGs","27bp",0.159,0.631,0.473,0.381,0.364,0.0321,"U","chr5:68187577-68187604",-28136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56785","PIK3R1","chr5",68019661,68019733,73,"*",8339367,8339372,"R","chr5:68019661-68019733","5CpGs","72bp",0.307,0.917,0.61,0.603,0.597,0.00045,"U","chr5:68019661-68019733",-196007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56786","PIK3R1","chr5",68313776,68313931,156,"*",8342043,8342046,"R","chr5:68313776-68313931","3CpGs","155bp",0.471,0.857,0.386,0.299,0.28,0.0421,"U","chr5:68313776-68313931",98036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56787","PIK3R1","chr5",67958107,67960104,1998,"*",8338952,8338971,"R","chr5:67958107-67960104","19CpGs","1997bp",0.0778,0.569,0.492,0.44,0.4,0.0249,"U","chr5:67958107-67960104",-255636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56788","PIK3R1","chr5",67965181,67967041,1861,"*",8338999,8339008,"R","chr5:67965181-67967041","9CpGs","1860bp",0.139,0.845,0.706,0.687,0.679,0.000701,"U","chr5:67965181-67967041",-248699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56789","PIK3R1","chr5",68445674,68447493,1820,"*",8342982,8342990,"R","chr5:68445674-68447493","8CpGs","1819bp",0.0931,0.559,0.466,0.462,0.46,7.71e-05,"U","chr5:68445674-68447493",229934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56790","PIK3R1","chr5",68527435,68527463,29,"*",8343472,8343475,"R","chr5:68527435-68527463","3CpGs","28bp",0.0995,0.742,0.643,0.558,0.542,0.0151,"U","chr5:68527435-68527463",311695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56791","PIK3R1","chr5",67967853,67969832,1980,"*",8339008,8339020,"R","chr5:67967853-67969832","12CpGs","1979bp",0.044,0.432,0.388,0.323,0.319,0.0295,"U","chr5:67967853-67969832",-245908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56792","PIK3R1","chr5",67976842,67977562,721,"*",8339053,8339062,"R","chr5:67976842-67977562","9CpGs","720bp",0.105,0.823,0.718,0.643,0.589,0.0218,"U","chr5:67976842-67977562",-238178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56793","PIK3R1","chr5",68185825,68185869,45,"*",8340732,8340736,"R","chr5:68185825-68185869","4CpGs","44bp",0.678,1,0.322,0.305,0.288,0.0114,"U","chr5:68185825-68185869",-29871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56794","PIK3R1","chr5",68026941,68028853,1913,"*",8339471,8339486,"R","chr5:68026941-68028853","15CpGs","1912bp",0,0.335,0.335,0.314,0.312,0.00442,"U","chr5:68026941-68028853",-186887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56795","PIK3R1","chr5",68072451,68074016,1566,"*",8339810,8339828,"R","chr5:68072451-68074016","18CpGs","1565bp",0.133,0.537,0.403,0.367,0.338,0.0194,"U","chr5:68072451-68074016",-141724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56796","PIK3R1","chr5",68127632,68128556,925,"*",8340169,8340181,"R","chr5:68127632-68128556","12CpGs","924bp",0,0.484,0.484,0.456,0.455,0.00369,"U","chr5:68127632-68128556",-87184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56797","PIK3R1","chr5",68113047,68114832,1786,"*",8340087,8340094,"R","chr5:68113047-68114832","7CpGs","1785bp",0,0.502,0.502,0.395,0.389,0.0473,"U","chr5:68113047-68114832",-100908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56798","PIK3R1","chr5",68086643,68088619,1977,"*",8339921,8339943,"R","chr5:68086643-68088619","22CpGs","1976bp",0.0968,0.639,0.542,0.452,0.423,0.0235,"U","chr5:68086643-68088619",-127121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56799","PIK3R4","chr3",130558149,130560021,1873,"*",5682164,5682175,"R","chr3:130558149-130560021","11CpGs","1872bp",0,0.6,0.6,0.505,0.5,0.0267,"U","chr3:130558149-130560021",186808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56800","PIK3R4","chr3",130627351,130628760,1410,"*",5682633,5682642,"R","chr3:130627351-130628760","9CpGs","1409bp",0.0806,0.718,0.637,0.572,0.553,0.00903,"U","chr3:130627351-130628760",118069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56801","PIK3R4","chr3",130520125,130521882,1758,"*",5681903,5681913,"R","chr3:130520125-130521882","10CpGs","1757bp",0.0899,0.487,0.397,0.315,0.286,0.0372,"U","chr3:130520125-130521882",224947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56802","PIK3R4","chr3",130542209,130544084,1876,"*",5682033,5682050,"R","chr3:130542209-130544084","17CpGs","1875bp",0.0575,0.408,0.35,0.304,0.289,0.0154,"U","chr3:130542209-130544084",202745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56896","PITX2","chr4",110914730,110916715,1986,"*",7153372,7153383,"R","chr4:110914730-110916715","11CpGs","1985bp",0.0185,0.586,0.567,0.544,0.534,0.0017,"U","chr4:110914730-110916715",-272607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56897","PITX2","chr4",110641322,110641363,42,"*",7151677,7151682,"R","chr4:110641322-110641363","5CpGs","41bp",0.212,0.875,0.663,0.526,0.479,0.0368,"U","chr4:110641322-110641363",760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56898","PITX2","chr4",110694597,110696597,2001,"*",7152049,7152058,"R","chr4:110694597-110696597","9CpGs","2000bp",0.0682,0.745,0.677,0.568,0.53,0.0228,"U","chr4:110694597-110696597",-52474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56899","PITX2","chr4",110718238,110720147,1910,"*",7152186,7152205,"R","chr4:110718238-110720147","19CpGs","1909bp",0.0169,0.44,0.423,0.377,0.366,0.0104,"U","chr4:110718238-110720147",-76115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56900","PITX2","chr4",110783552,110785548,1997,"*",7152566,7152582,"R","chr4:110783552-110785548","16CpGs","1996bp",0.125,0.821,0.696,0.621,0.558,0.0311,"U","chr4:110783552-110785548",-141429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56901","PITX2","chr4",110818197,110819976,1780,"*",7152747,7152757,"R","chr4:110818197-110819976","10CpGs","1779bp",0.0294,0.492,0.463,0.388,0.37,0.0221,"U","chr4:110818197-110819976",-176074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56902","PITX2","chr4",110841127,110841700,574,"*",7152870,7152892,"R","chr4:110841127-110841700","22CpGs","573bp",0.061,0.788,0.727,0.631,0.597,0.0155,"U","chr4:110841127-110841700",-199004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56903","PITX2","chr4",110953473,110955233,1761,"*",7153582,7153593,"R","chr4:110953473-110955233","11CpGs","1760bp",0.0556,0.558,0.503,0.388,0.356,0.0426,"U","chr4:110953473-110955233",-311350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56904","PITX2","chr4",111090501,111092303,1803,"*",7154267,7154284,"R","chr4:111090501-111092303","17CpGs","1802bp",0.0616,0.692,0.631,0.501,0.492,0.0421,"U","chr4:111090501-111092303",-448378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56905","PITX2","chr4",111124184,111124380,197,"*",7154468,7154473,"R","chr4:111124184-111124380","5CpGs","196bp",0.45,0.964,0.514,0.455,0.429,0.014,"U","chr4:111124184-111124380",-482061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56906","PITX2","chr4",110422503,110422788,286,"*",7149123,7149127,"R","chr4:110422503-110422788","4CpGs","285bp",0,0.376,0.376,0.311,0.308,0.0315,"U","chr4:110422503-110422788",219335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56907","PITX2","chr4",110460915,110461650,736,"*",7149384,7149389,"R","chr4:110460915-110461650","5CpGs","735bp",0.254,0.684,0.43,0.351,0.332,0.0279,"U","chr4:110460915-110461650",180473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56908","PITX2","chr4",110530071,110531526,1456,"*",7149976,7149980,"R","chr4:110530071-110531526","4CpGs","1455bp",0,0.643,0.643,0.575,0.571,0.0121,"U","chr4:110530071-110531526",110597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56909","PITX2","chr4",110569950,110570001,52,"*",7150207,7150213,"R","chr4:110569950-110570001","6CpGs","51bp",0.597,0.932,0.335,0.263,0.253,0.0406,"U","chr4:110569950-110570001",72122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56910","PITX2","chr4",110577761,110578469,709,"*",7150244,7150249,"R","chr4:110577761-110578469","5CpGs","708bp",0,0.542,0.542,0.423,0.417,0.0493,"U","chr4:110577761-110578469",63654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56911","PITX2","chr4",110587570,110587627,58,"*",7150369,7150373,"R","chr4:110587570-110587627","4CpGs","57bp",0.4,0.871,0.471,0.404,0.4,0.0218,"U","chr4:110587570-110587627",54496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56912","PITX2","chr4",110593426,110593439,14,"*",7150431,7150434,"R","chr4:110593426-110593439","3CpGs","13bp",0.15,0.878,0.728,0.623,0.546,0.0416,"U","chr4:110593426-110593439",48684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56913","PITX2","chr4",110612214,110612235,22,"*",7150620,7150625,"R","chr4:110612214-110612235","5CpGs","21bp",0.326,0.846,0.52,0.429,0.394,0.0281,"U","chr4:110612214-110612235",29888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56914","PITX2","chr4",110612302,110612354,53,"*",7150627,7150631,"R","chr4:110612302-110612354","4CpGs","52bp",0.283,0.886,0.603,0.484,0.447,0.0328,"U","chr4:110612302-110612354",29769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56915","PITX2","chr4",110614369,110614382,14,"*",7150672,7150677,"R","chr4:110614369-110614382","5CpGs","13bp",0.159,0.933,0.775,0.77,0.769,4.02e-05,"U","chr4:110614369-110614382",27741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56916","PITX2","chr4",110623231,110623244,14,"*",7151089,7151093,"R","chr4:110623231-110623244","4CpGs","13bp",0.123,0.479,0.356,0.293,0.286,0.029,"U","chr4:110623231-110623244",18879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56917","PITX2","chr4",110704769,110706353,1585,"*",7152101,7152116,"R","chr4:110704769-110706353","15CpGs","1584bp",0,0.496,0.496,0.472,0.471,0.00265,"U","chr4:110704769-110706353",-62646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56918","PITX2","chr4",110755785,110756999,1215,"*",7152397,7152402,"R","chr4:110755785-110756999","5CpGs","1214bp",0.0556,0.55,0.494,0.419,0.389,0.0221,"U","chr4:110755785-110756999",-113662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56919","PITX2","chr4",110796257,110798035,1779,"*",7152637,7152646,"R","chr4:110796257-110798035","9CpGs","1778bp",0,0.333,0.333,0.333,0.333,0,"U","chr4:110796257-110798035",-154134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56920","PITX2","chr4",111048055,111048455,401,"*",7154050,7154055,"R","chr4:111048055-111048455","5CpGs","400bp",0.151,0.695,0.544,0.465,0.449,0.0182,"U","chr4:111048055-111048455",-405932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56921","PITX2","chr4",111103463,111103504,42,"*",7154344,7154347,"R","chr4:111103463-111103504","3CpGs","41bp",0.583,1,0.417,0.375,0.333,0.0377,"U","chr4:111103463-111103504",-461340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56922","PITX2","chr4",111264701,111266600,1900,"*",7155199,7155222,"R","chr4:111264701-111266600","23CpGs","1899bp",0.0753,0.523,0.448,0.34,0.306,0.0473,"U","chr4:111264701-111266600",-622578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56923","PITX2","chr4",111269430,111271422,1993,"*",7155238,7155252,"R","chr4:111269430-111271422","14CpGs","1992bp",0.138,0.538,0.399,0.335,0.296,0.0385,"U","chr4:111269430-111271422",-627307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56924","PITX2","chr4",111273471,111273535,65,"*",7155257,7155263,"R","chr4:111273471-111273535","6CpGs","64bp",0.343,0.957,0.614,0.568,0.561,0.00509,"U","chr4:111273471-111273535",-631348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56925","PITX2","chr4",110634158,110634222,65,"*",7151458,7151462,"R","chr4:110634158-110634222","4CpGs","64bp",0.0554,0.758,0.703,0.624,0.599,0.011,"U","chr4:110634158-110634222",7901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56926","PITX2","chr4",111357908,111359019,1112,"*",7155724,7155729,"R","chr4:111357908-111359019","5CpGs","1111bp",0.0909,0.523,0.432,0.365,0.318,0.044,"U","chr4:111357908-111359019",-715785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56927","PITX2","chr4",110633043,110633054,12,"*",7151401,7151405,"R","chr4:110633043-110633054","4CpGs","11bp",0.879,0.545,0.334,0.265,0.229,0.0494,"M","chr4:110633043-110633054",9069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56928","PITX2","chr4",110408247,110408690,444,"*",7148958,7148964,"R","chr4:110408247-110408690","6CpGs","443bp",0.118,0.427,0.309,0.276,0.267,0.0101,"U","chr4:110408247-110408690",233433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56929","PITX2","chr4",110611105,110611123,19,"*",7150550,7150553,"R","chr4:110611105-110611123","3CpGs","18bp",0.385,0.916,0.53,0.429,0.403,0.0304,"U","chr4:110611105-110611123",31000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56930","PITX2","chr4",110615044,110615061,18,"*",7150696,7150701,"R","chr4:110615044-110615061","5CpGs","17bp",0.147,0.9,0.752,0.626,0.553,0.0385,"U","chr4:110615044-110615061",27062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56931","PITX2","chr4",110619796,110619802,7,"*",7150873,7150876,"R","chr4:110619796-110619802","3CpGs","6bp",0.47,0.949,0.479,0.442,0.424,0.00694,"U","chr4:110619796-110619802",22321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56932","PITX2","chr4",110639441,110639467,27,"*",7151626,7151631,"R","chr4:110639441-110639467","5CpGs","26bp",0.33,0.923,0.593,0.554,0.537,0.00443,"U","chr4:110639441-110639467",2656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56933","PITX2","chr4",110641005,110641111,107,"*",7151668,7151672,"R","chr4:110641005-110641111","4CpGs","106bp",0.0507,0.52,0.469,0.446,0.43,0.00448,"U","chr4:110641005-110641111",1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56934","PITX2","chr4",110641955,110641977,23,"*",7151701,7151704,"R","chr4:110641955-110641977","3CpGs","22bp",0.0743,0.801,0.726,0.615,0.593,0.0203,"U","chr4:110641955-110641977",146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
